0; 0; 0; 0; 0; 
0,5; 3,6602881186894867E-06; 2,458402360823345E-05; 2,516447962408764E-06; -3,073003038359899E-05; 
1; 3,6603191884866006E-06; 2,4584236564084508E-05; 2,5164697996533286E-06; -3,073029308519865E-05; 
1,5; 3,660286331340471E-06; 2,4584007325595324E-05; 2,516446256853293E-06; -3,073001352347126E-05; 
2; 3,660320975805029E-06; 2,4584252846443304E-05; 2,5164715051795323E-06; -3,0730309945037726E-05; 
2,5; 3,6602845440536246E-06; 2,4583991043525245E-05; 2,516444551357344E-06; -3,0729996663930284E-05; 
3; 3,660322763059299E-06; 2,4584269128215258E-05; 2,5164732106442384E-06; -3,0730326804271164E-05; 
3,5; 3,6602827568329244E-06; 2,4583974762060807E-05; 2,516442845924869E-06; -3,07299798050138E-05; 
4; 3,660324550245435E-06; 2,4584285409362797E-05; 2,516474916043495E-06; -3,0730343662861256E-05; 
4,5; 3,6602809696823454E-06; 2,458395848123957E-05; 2,5164411405598196E-06; -3,072996294675956E-05; 
5; 3,660326337359463E-06; 2,458430168984834E-05; 2,51647662137335E-06; -3,073036052077021E-05; 
5,5; 3,6602791826058628E-06; 2,458394220109911E-05; 2,516439435266148E-06; -3,0729946089205307E-05; 
6; 3,6603281243974066E-06; 2,4584317969634313E-05; 2,5164783266298502E-06; -3,073037737796033E-05; 
6,5; 3,6602773956074516E-06; 2,4583925921677006E-05; 2,516437730047805E-06; -3,072992923238877E-05; 
7; 3,6603299113552915E-06; 2,4584334248683158E-05; 2,5164800318090474E-06; -3,073039423439385E-05; 
7,5; 3,660275608691087E-06; 2,4583909643010827E-05; 2,516436024908741E-06; -3,07299123763477E-05; 
8; 3,6603316982291427E-06; 2,4584350526957297E-05; 2,5164817369069895E-06; -3,073041109003304E-05; 
8,5; 3,660273821860742E-06; 2,4583893365138117E-05; 2,5164343198529086E-06; -3,0729895521119814E-05; 
9; 3,6603334850149867E-06; 2,4584366804419175E-05; 2,5164834419197252E-06; -3,0730427944840174E-05; 
9,5; 3,6602720351203933E-06; 2,458387708809646E-05; 2,516432614884257E-06; -3,072987866674286E-05; 
10; 3,6603352717088485E-06; 2,4584383081031222E-05; 2,5164851468433044E-06; -3,0730444798777514E-05; 
10,5; 3,6602702484740128E-06; 2,4583860811923415E-05; 2,516430910006738E-06; -3,072986181325456E-05; 
11; 3,660337058306754E-06; 2,458439935675588E-05; 2,5164868516737764E-06; -3,073046165180734E-05; 
11,5; 3,660268461925575E-06; 2,458384453665653E-05; 2,5164292052243004E-06; -3,0729844960692645E-05; 
12; 3,660338844804731E-06; 2,4584415631555598E-05; 2,5164885564071924E-06; -3,073047850389193E-05; 
12,5; 3,6602666754790533E-06; 2,4583828262333368E-05; 2,516427500540894E-06; -3,072982810909482E-05; 
13; 3,660340631198804E-06; 2,4584431905392815E-05; 2,516490261039602E-06; -3,073049535499354E-05; 
13,5; 3,6602648891384204E-06; 2,458381198899149E-05; 2,5164257959604687E-06; -3,072981125849884E-05; 
14; 3,660342417485003E-06; 2,458444817822998E-05; 2,516491965567055E-06; -3,073051220507447E-05; 
14,5; 3,6602631029076497E-06; 2,4583795716668423E-05; 2,516424091486975E-06; -3,072979440894239E-05; 
15; 3,6603442036593528E-06; 2,4584464450029543E-05; 2,516493669985604E-06; -3,0730529054097E-05; 
15,5; 3,6602613167907127E-06; 2,4583779445401737E-05; 2,5164223871243586E-06; -3,072977756046322E-05; 
16; 3,6603459897178826E-06; 2,4584480720753972E-05; 2,516495374291299E-06; -3,07305459020234E-05; 
16,5; 3,660259530791583E-06; 2,4583763175228964E-05; 2,5164206828765707E-06; -3,072976071309901E-05; 
17; 3,660347775656619E-06; 2,4584496990365705E-05; 2,5164970784801925E-06; -3,0730562748815983E-05; 
17,5; 3,6602577449142323E-06; 2,458374690618765E-05; 2,5164189787475593E-06; -3,072974386688749E-05; 
18; 3,6603495614715924E-06; 2,4584513258827218E-05; 2,5164987825483357E-06; -3,0730579594437025E-05; 
18,5; 3,660255959162631E-06; 2,4583730638315327E-05; 2,516417274741272E-06; -3,072972702186636E-05; 
19; 3,6603513471588284E-06; 2,458452952610097E-05; 2,516500486491781E-06; -3,0730596438848816E-05; 
19,5; 3,660254173540751E-06; 2,4583714371649534E-05; 2,5164155708616554E-06; -3,072971017807332E-05; 
20; 3,6603531327143596E-06; 2,458454579214942E-05; 2,5165021903065815E-06; -3,073061328201368E-05; 
20,5; 3,6602523880525635E-06; 2,4583698106227802E-05; 2,5164138671126577E-06; -3,0729693335546063E-05; 
21; 3,6603549181342127E-06; 2,4584562056935052E-05; 2,5165038939887894E-06; -3,073063012389389E-05; 
21,5; 3,6602506027020375E-06; 2,458368184208765E-05; 2,5164121634982256E-06; -3,072967649432231E-05; 
22; 3,6603567034144175E-06; 2,458457832042033E-05; 2,5165055975344586E-06; -3,073064696445177E-05; 
22,5; 3,660248817493145E-06; 2,4583665579266623E-05; 2,516410460022306E-06; -3,072965965443974E-05; 
23; 3,6603584885510046E-06; 2,4584594582567742E-05; 2,5165073009396418E-06; -3,0730663803649626E-05; 
23,5; 3,6602470324298557E-06; 2,4583649317802222E-05; 2,5164087566888446E-06; -3,072964281593603E-05; 
24; 3,6603602735400054E-06; 2,4584610843339754E-05; 2,5165090042003953E-06; -3,073068064144976E-05; 
24,5; 3,6602452475161366E-06; 2,458363305773197E-05; 2,516407053501787E-06; -3,072962597884887E-05; 
25; 3,6603620583774493E-06; 2,4584627102698858E-05; 2,5165107073127707E-06; -3,073069747781451E-05; 
25,5; 3,6602434627559583E-06; 2,4583616799093373E-05; 2,5164053504650786E-06; -3,0729609143215954E-05; 
