0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; 
0,006981317;-2,79E-06;-0,000273485;-1,07E-05;-0,00051519;-2,32E-05;-0,000724886;-3,95E-05;-0,000901997;-5,90E-05;-0,001045462;-8,11E-05;-0,001153612;-0,000104931;-0,001224072;-0,00012978;-0,001253692;-0,00015478;-0,001238495;-0,000178989;-0,001173661;-0,000201358;-0,001053535;-0,000220719;-0,000871675;-0,000235766;-0,000620929;-0,000245045;-0,000293564;-0,000246944;0,000118563;-0,000239682;0,00062379;-0,000221316;0,001230358;-0,00018974;0,001946078;-0,000146707;0,002367388;-9,48E-05;0,002825646;-3,38E-05;0,003271695;3,57E-05;0,003654923;0,000111667;0,003923038;0,000191445;0,004021875;-3956824473;-3956824473;-3956824473;-3956824473;-3956824473;-3956824473;-3956824473; 
0,013962634;-9,55E-06;-0,00092977;-3,62E-05;-0,001705583;-7,68E-05;-0,00232758;-0,000128245;-0,002796146;-0,00018758;-0,003112054;-0,000251718;-0,003276633;-0,00031765;-0,003291932;-0,000382419;-0,003160911;-0,000443138;-0,002887612;-0,00049701;-0,00247733;-0,000541362;-0,001936751;-0,000573666;-0,001274054;-0,000591574;-0,000498947;-0,000592949;0,000377382;-0,000575887;0,001342423;-0,00053875;0,002382644;-0,000480174;0,003483956;-0,000399078;0,004632388;-0,000300471;0,005230489;-0,000189936;0,005817015;-6,82E-05;0,006344656;6,32E-05;0,006768933;0,00020161;0,007048825;0,000343903;0,00714733;-3117572804;-3117572804;-3117572804;-3117572804;-3117572804;-3117572804;-3117572804; 
0,020943951;-6,52E-06;-0,000632796;-2,45E-05;-0,001149599;-5,17E-05;-0,001551147;-8,58E-05;-0,001839207;-0,000124569;-0,002016842;-0,000165795;-0,002088538;-0,000207443;-0,002060155;-0,00024758;-0,001938745;-0,000284425;-0,001732234;-0,000316358;-0,001448992;-0,000341929;-0,00109732;-0,000359846;-0,000684893;-0,000368963;-0,000218186;-0,000368244;0,000298041;-0,000356729;0,000861162;-0,000333487;0,001470917;-0,000297568;0,002129407;-0,000247959;0,002840741;-0,000187299;0,003230505;-0,000118645;0,003634319;-4,21E-05;0,004016464;4,16E-05;0,004339679;0,00013086;0,004564243;0,000223247;0,004647119;-2973317545;-2973317545;-2973317545;-2973317545;-2973317545;-2973317545;-2973317545; 
0,027925268;1,96E-06;0,000185164;6,97E-06;0,000305194;1,37E-05;0,000361282;2,10E-05;0,000356316;2,76E-05;0,000295425;3,25E-05;0,000186296;3,48E-05;3,93E-05;3,39E-05;-0,000132695;2,94E-05;-0,000314477;2,14E-05;-0,000489147;1,00E-05;-0,000638713;-3,88E-06;-0,000744903;-1,93E-05;-0,00079006;-3,50E-05;-0,000758046;-4,91E-05;-0,000635095;-5,97E-05;-0,000410507;-6,48E-05;-7,71E-05;-6,20E-05;0,000368985;-5,19E-05;0,000652114;-3,57E-05;0,00097195;-1,31E-05;0,001287508;1,55E-05;0,001558301;4,87E-05;0,001745524;8,45E-05;0,001813153;-2994983865;-2994983865;-2994983865;-2994983865;-2994983865;-2994983865;-2994983865; 
0,034906585;-4,86E-06;-0,000471086;-1,83E-05;-0,000854329;-3,84E-05;-0,001150154;-6,37E-05;-0,001359619;-9,23E-05;-0,001484675;-0,000122532;-0,001528356;-0,000152889;-0,001494914;-0,000181851;-0,001389854;-0,00020805;-0,001219869;-0,000230264;-0,000992646;-0,00024743;-0,00071654;-0,000258657;-0,000400102;-0,00026322;-5,15E-05;-0,00026055;0,000322169;-0,000250203;0,00071552;-0,000231819;0,001125505;-0,000205075;0,00155176;-0,000169625;0,001996583;-0,000127346;0,00223357;-8,03E-05;0,002475087;-2,84E-05;0,002702592;2,76E-05;0,002895936;8,70E-05;0,003031944;0,000148337;0,003083054;-1680100767;-1680100767;-1680100767;-1680100767;-1680100767;-1680100767;-1680100767; 
0,041887902;-6,16E-06;-0,000597063;-2,31E-05;-0,00108345;-4,88E-05;-0,001459944;-8,08E-05;-0,001728369;-0,000117195;-0,001891806;-0,000155823;-0,001954621;-0,000194746;-0,001922336;-0,000232125;-0,001801385;-0,000266257;-0,001598817;-0,000295583;-0,001322004;-0,000318692;-0,000978423;-0,000334324;-0,000575544;-0,000341368;-0,000120883;-0,000338866;0,000377803;-0,000326018;0,000912198;-0,000302201;0,001473093;-0,000266986;0,00205015;-0,000220163;0,002631986;-0,000164605;0,002922458;-0,000103389;0,003194312;-3,71E-05;0,003427479;3,33E-05;0,003605003;0,000106655;0,003714664;0,000181431;0,003750554;-1016387373;-1016387373;-1016387373;-1016387373;-1016387373;-1016387373;-1016387373; 
0,048869219;3,04E-06;0,000292762;1,13E-05;0,000517482;2,33E-05;0,000675306;3,78E-05;0,000768878;5,37E-05;0,000802611;6,96E-05;0,000782652;8,46E-05;0,000716591;9,80E-05;0,000612968;0,000108976;0,000480681;0,000117093;0,000328368;0,00012203;0,000163884;0,000123613;-6,06E-06;0,000121788;-0,000175982;0,000116603;-0,000341486;0,000108183;-0,000498788;9,67E-05;-0,000644101;8,25E-05;-0,000772985;6,60E-05;-0,000879901;4,79E-05;-0,000919285;2,93E-05;-0,000941643;1,04E-05;-0,000947752;-8,52E-06;-0,000940526;-2,72E-05;-0,000926693;-4,56E-05;-0,000918521;-393003115,5;-393003115,5;-393003115,5;-393003115,5;-393003115,5;-393003115,5;-393003115,5; 
0,055850536;2,94E-06;0,000287454;1,12E-05;0,000533621;2,40E-05;0,000737734;4,04E-05;0,000898123;5,96E-05;0,001012216;8,06E-05;0,001076847;0,000102347;0,001088784;0,000123783;0,001045446;0,000143788;0,000945678;0,00016124;0,000790498;0,000175063;0,000583685;0,000184288;0,000332091;0,000188113;4,56E-05;0,000185961;-0,000263444;0,000177519;-0,000580975;0,000162761;-0,000892652;0,000141941;-0,001185202;0,000115553;-0,001447771;8,54E-05;-0,001561437;5,32E-05;-0,001653939;1,94E-05;-0,001726005;-1,57E-05;-0,001778975;-5,16E-05;-0,001813135;-8,81E-05;-0,00182591;-166866764,8;-166866764,8;-166866764,8;-166866764,8;-166866764,8;-166866764,8;-166866764,8; 
0,062831853;-2,04E-06;-0,000198903;-7,76E-06;-0,000367871;-1,65E-05;-0,000506113;-2,78E-05;-0,000611909;-4,08E-05;-0,000682633;-5,48E-05;-0,00071509;-6,91E-05;-0,000706126;-8,28E-05;-0,000653426;-9,50E-05;-0,000556435;-0,000104764;-0,000417252;-0,000111405;-0,000241392;-0,000114237;-3,83E-05;-0,000112842;0,000178783;-0,000107105;0,000392852;-9,73E-05;0,000584514;-8,40E-05;0,000733245;-6,84E-05;0,0008192;-5,18E-05;0,000825007;-3,56E-05;0,000780105;-2,09E-05;0,000693697;-8,03E-06;0,000587263;2,66E-06;0,000484064;1,15E-05;0,000407477;1,93E-05;0,000379099;1933095201;1933095201;1933095201;1933095201;1933095201;1933095201;1933095201; 
