data__time;data__result__001;data__result__002;data__result__003;data__result__004;data__result__005;data__result__006
98,64600932;0,017605358;0,010551036;0,035231153;8,47E-19;0,017605358;-0,010551036
98,96016859;0,017605647;0,010551288;0,03523123;8,49E-19;0,017605647;-0,010551288
99,27432785;0,017605362;0,010551038;0,035231161;8,44E-19;0,017605362;-0,010551038
99,58848712;0,017605643;0,010551286;0,035231223;8,40E-19;0,017605643;-0,010551286
99,90264638;0,017605366;0,010551041;0,035231168;8,44E-19;0,017605366;-0,010551041
100,2168056;0,017605639;0,010551284;0,035231216;8,40E-19;0,017605639;-0,010551284
100,5309649;0,01760537;0,010551043;0,035231174;8,38E-19;0,01760537;-0,010551043
100,8451242;0,017605635;0,010551282;0,035231209;8,35E-19;0,017605635;-0,010551282
101,1592834;0,017605373;0,010551045;0,035231181;8,30E-19;0,017605373;-0,010551045
101,4734427;0,017605631;0,01055128;0,035231203;8,30E-19;0,017605631;-0,01055128
101,787602;0,017605377;0,010551047;0,035231187;8,31E-19;0,017605377;-0,010551047
102,1017612;0,017605628;0,010551278;0,035231197;8,30E-19;0,017605628;-0,010551278
102,4159205;0,01760538;0,010551049;0,035231193;8,31E-19;0,01760538;-0,010551049
102,7300798;0,017605625;0,010551276;0,035231191;8,33E-19;0,017605625;-0,010551276
103,044239;0,017605383;0,010551051;0,035231199;8,36E-19;0,017605383;-0,010551051
103,3583983;0,017605622;0,010551274;0,035231186;8,43E-19;0,017605622;-0,010551274
103,6725576;0,017605386;0,010551052;0,035231204;8,39E-19;0,017605386;-0,010551052
103,9867168;0,017605619;0,010551272;0,035231181;8,38E-19;0,017605619;-0,010551272
104,3008761;0,017605389;0,010551054;0,035231209;8,38E-19;0,017605389;-0,010551054
104,6150354;0,017605616;0,010551271;0,035231176;8,36E-19;0,017605616;-0,010551271
104,9291946;0,017605392;0,010551056;0,035231214;8,34E-19;0,017605392;-0,010551056
105,2433539;0,017605613;0,010551269;0,035231171;8,33E-19;0,017605613;-0,010551269
105,5575132;0,017605394;0,010551057;0,035231218;8,30E-19;0,017605394;-0,010551057
105,8716724;0,017605611;0,010551268;0,035231167;8,33E-19;0,017605611;-0,010551268
106,1858317;0,017605397;0,010551059;0,035231222;8,34E-19;0,017605397;-0,010551059
106,499991;0,017605609;0,010551266;0,035231163;8,35E-19;0,017605609;-0,010551266
106,8141502;0,017605399;0,01055106;0,035231226;8,31E-19;0,017605399;-0,01055106
107,1283095;0,017605606;0,010551265;0,035231159;8,27E-19;0,017605606;-0,010551265
107,4424688;0,017605401;0,010551061;0,03523123;8,23E-19;0,017605401;-0,010551061
107,756628;0,017605604;0,010551264;0,035231155;8,19E-19;0,017605604;-0,010551264
108,0707873;0,017605403;0,010551062;0,035231234;8,17E-19;0,017605403;-0,010551062
108,3849465;0,017605602;0,010551263;0,035231151;8,14E-19;0,017605602;-0,010551263
108,6991058;0,017605406;0,010551064;0,035231238;8,13E-19;0,017605406;-0,010551064
109,0132651;0,0176056;0,010551261;0,035231148;8,13E-19;0,0176056;-0,010551261
109,3274243;0,017605407;0,010551065;0,035231241;8,11E-19;0,017605407;-0,010551065
109,6415836;0,017605598;0,01055126;0,035231145;8,13E-19;0,017605598;-0,01055126
109,9557429;0,017605409;0,010551066;0,035231244;8,11E-19;0,017605409;-0,010551066
110,2699021;0,017605596;0,010551259;0,035231142;8,09E-19;0,017605596;-0,010551259
110,5840614;0,017605411;0,010551067;0,035231247;8,13E-19;0,017605411;-0,010551067
110,8982207;0,017605595;0,010551258;0,035231139;8,15E-19;0,017605595;-0,010551258
111,2123799;0,017605413;0,010551068;0,03523125;8,18E-19;0,017605413;-0,010551068
111,5265392;0,017605593;0,010551257;0,035231136;8,15E-19;0,017605593;-0,010551257
111,8406985;0,017605414;0,010551069;0,035231253;8,13E-19;0,017605414;-0,010551069
112,1548577;0,017605591;0,010551257;0,035231133;8,13E-19;0,017605591;-0,010551257
112,469017;0,017605416;0,01055107;0,035231255;8,16E-19;0,017605416;-0,01055107
112,7831763;0,01760559;0,010551256;0,035231131;8,14E-19;0,01760559;-0,010551256
113,0973355;0,017605417;0,01055107;0,035231258;8,11E-19;0,017605417;-0,01055107
113,4114948;0,017605589;0,010551255;0,035231128;8,10E-19;0,017605589;-0,010551255
113,7256541;0,017605419;0,010551071;0,03523126;8,13E-19;0,017605419;-0,010551071
114,0398133;0,017605587;0,010551254;0,035231126;8,13E-19;0,017605587;-0,010551254
114,3539726;0,01760542;0,010551072;0,035231262;8,15E-19;0,01760542;-0,010551072
114,6681319;0,017605586;0,010551253;0,035231124;8,13E-19;0,017605586;-0,010551253
114,9822911;0,017605421;0,010551073;0,035231264;8,15E-19;0,017605421;-0,010551073
115,2964504;0,017605585;0,010551253;0,035231122;8,20E-19;0,017605585;-0,010551253
115,6106097;0,017605422;0,010551073;0,035231266;8,20E-19;0,017605422;-0,010551073
115,9247689;0,017605584;0,010551252;0,03523112;8,19E-19;0,017605584;-0,010551252
116,2389282;0,017605424;0,010551074;0,035231268;8,18E-19;0,017605424;-0,010551074
116,5530874;0,017605582;0,010551251;0,035231118;8,17E-19;0,017605582;-0,010551251
116,8672467;0,017605425;0,010551075;0,03523127;8,17E-19;0,017605425;-0,010551075
117,181406;0,017605581;0,010551251;0,035231117;8,18E-19;0,017605581;-0,010551251
117,4955652;0,017605426;0,010551075;0,035231271;8,22E-19;0,017605426;-0,010551075
117,8097245;0,01760558;0,01055125;0,035231115;8,21E-19;0,01760558;-0,01055125
118,1238838;0,017605427;0,010551076;0,035231273;8,16E-19;0,017605427;-0,010551076
118,438043;0,017605579;0,01055125;0,035231113;8,14E-19;0,017605579;-0,01055125
118,7522023;0,017605428;0,010551076;0,035231274;8,13E-19;0,017605428;-0,010551076
119,0663616;0,017605578;0,010551249;0,035231112;8,12E-19;0,017605578;-0,010551249
119,3805208;0,017605429;0,010551077;0,035231276;8,08E-19;0,017605429;-0,010551077
119,6946801;0,017605578;0,010551248;0,035231111;8,08E-19;0,017605578;-0,010551248
120,0088394;0,017605429;0,010551077;0,035231277;8,07E-19;0,017605429;-0,010551077
120,3229986;0,017605577;0,010551248;0,035231109;8,06E-19;0,017605577;-0,010551248
120,6371579;0,01760543;0,010551078;0,035231278;8,05E-19;0,01760543;-0,010551078
120,9513172;0,017605576;0,010551248;0,035231108;8,02E-19;0,017605576;-0,010551248
121,2654764;0,017605431;0,010551078;0,03523128;8,02E-19;0,017605431;-0,010551078
121,5796357;0,017605575;0,010551247;0,035231107;8,02E-19;0,017605575;-0,010551247
121,893795;0,017605432;0,010551079;0,035231281;8,02E-19;0,017605432;-0,010551079
122,2079542;0,017605574;0,010551247;0,035231106;8,01E-19;0,017605574;-0,010551247
122,5221135;0,017605432;0,010551079;0,035231282;8,03E-19;0,017605432;-0,010551079
122,8362728;0,017605574;0,010551246;0,035231105;8,06E-19;0,017605574;-0,010551246
123,150432;0,017605433;0,01055108;0,035231283;8,11E-19;0,017605433;-0,01055108
123,4645913;0,017605573;0,010551246;0,035231104;8,11E-19;0,017605573;-0,010551246
123,7787506;0,017605434;0,01055108;0,035231284;8,13E-19;0,017605434;-0,01055108
124,0929098;0,017605572;0,010551245;0,035231103;8,14E-19;0,017605572;-0,010551245
124,4070691;0,017605434;0,01055108;0,035231285;8,12E-19;0,017605434;-0,01055108
124,7212283;0,017605572;0,010551245;0,035231102;8,12E-19;0,017605572;-0,010551245
125,0353876;0,017605435;0,010551081;0,035231286;8,12E-19;0,017605435;-0,010551081
125,3495469;0,017605571;0,010551245;0,035231101;8,16E-19;0,017605571;-0,010551245
125,6637061;0,017605436;0,010551081;0,035231286;8,18E-19;0,017605436;-0,010551081
125,9778654;0,017605571;0,010551244;0,0352311;8,14E-19;0,017605571;-0,010551244
126,2920247;0,017605436;0,010551081;0,035231287;8,12E-19;0,017605436;-0,010551081
126,6061839;0,01760557;0,010551244;0,0352311;8,10E-19;0,01760557;-0,010551244
126,9203432;0,017605437;0,010551082;0,035231288;8,09E-19;0,017605437;-0,010551082
127,2345025;0,01760557;0,010551244;0,035231099;8,09E-19;0,01760557;-0,010551244
127,5486617;0,017605437;0,010551082;0,035231289;8,04E-19;0,017605437;-0,010551082
127,862821;0,017605569;0,010551244;0,035231098;8,01E-19;0,017605569;-0,010551244
128,1769803;0,017605438;0,010551082;0,035231289;8,04E-19;0,017605438;-0,010551082
128,4911395;0,017605569;0,010551243;0,035231098;8,05E-19;0,017605569;-0,010551243
128,8052988;0,017605438;0,010551083;0,03523129;8,06E-19;0,017605438;-0,010551083
129,1194581;0,017605568;0,010551243;0,035231097;8,07E-19;0,017605568;-0,010551243
129,4336173;0,017605439;0,010551083;0,03523129;8,07E-19;0,017605439;-0,010551083
129,7477766;0,017605568;0,010551243;0,035231096;8,05E-19;0,017605568;-0,010551243
130,0619359;0,017605439;0,010551083;0,035231291;8,03E-19;0,017605439;-0,010551083
130,3760951;0,017605567;0,010551242;0,035231096;8,01E-19;0,017605567;-0,010551242
130,6902544;0,017605439;0,010551083;0,035231291;8,04E-19;0,017605439;-0,010551083
131,0044137;0,017605567;0,010551242;0,035231095;8,05E-19;0,017605567;-0,010551242
131,3185729;0,01760544;0,010551083;0,035231292;8,04E-19;0,01760544;-0,010551083
131,6327322;0,017605567;0,010551242;0,035231095;8,06E-19;0,017605567;-0,010551242
131,9468915;0,01760544;0,010551084;0,035231292;8,05E-19;0,01760544;-0,010551084
132,2610507;0,017605566;0,010551242;0,035231095;8,07E-19;0,017605566;-0,010551242
132,57521;0,01760544;0,010551084;0,035231293;8,11E-19;0,01760544;-0,010551084
132,8893692;0,017605566;0,010551242;0,035231094;8,09E-19;0,017605566;-0,010551242
133,2035285;0,017605441;0,010551084;0,035231293;8,11E-19;0,017605441;-0,010551084
133,5176878;0,017605566;0,010551241;0,035231094;8,13E-19;0,017605566;-0,010551241
133,831847;0,017605441;0,010551084;0,035231293;8,10E-19;0,017605441;-0,010551084
134,1460063;0,017605565;0,010551241;0,035231093;8,12E-19;0,017605565;-0,010551241
134,4601656;0,017605441;0,010551085;0,035231294;8,11E-19;0,017605441;-0,010551085
134,7743248;0,017605565;0,010551241;0,035231093;8,09E-19;0,017605565;-0,010551241
135,0884841;0,017605442;0,010551085;0,035231294;8,05E-19;0,017605442;-0,010551085
135,4026434;0,017605565;0,010551241;0,035231093;8,03E-19;0,017605565;-0,010551241
135,7168026;0,017605442;0,010551085;0,035231294;8,02E-19;0,017605442;-0,010551085
136,0309619;0,017605564;0,010551241;0,035231093;8,00E-19;0,017605564;-0,010551241
136,3451212;0,017605442;0,010551085;0,035231295;7,99E-19;0,017605442;-0,010551085
136,6592804;0,017605564;0,010551241;0,035231092;8,00E-19;0,017605564;-0,010551241
136,9734397;0,017605443;0,010551085;0,035231295;7,97E-19;0,017605443;-0,010551085
137,287599;0,017605564;0,01055124;0,035231092;7,97E-19;0,017605564;-0,01055124
137,6017582;0,017605443;0,010551085;0,035231295;7,97E-19;0,017605443;-0,010551085
137,9159175;0,017605564;0,01055124;0,035231092;7,95E-19;0,017605564;-0,01055124
138,2300768;0,017605443;0,010551086;0,035231295;7,91E-19;0,017605443;-0,010551086
138,544236;0,017605563;0,01055124;0,035231092;7,88E-19;0,017605563;-0,01055124
138,8583953;0,017605443;0,010551086;0,035231296;7,85E-19;0,017605443;-0,010551086
139,1725546;0,017605563;0,01055124;0,035231091;7,82E-19;0,017605563;-0,01055124
139,4867138;0,017605444;0,010551086;0,035231296;7,80E-19;0,017605444;-0,010551086
139,8008731;0,017605563;0,01055124;0,035231091;7,76E-19;0,017605563;-0,01055124
140,1150324;0,017605444;0,010551086;0,035231296;7,76E-19;0,017605444;-0,010551086
140,4291916;0,017605563;0,01055124;0,035231091;7,78E-19;0,017605563;-0,01055124
140,7433509;0,017605444;0,010551086;0,035231296;7,76E-19;0,017605444;-0,010551086
141,0575101;0,017605562;0,01055124;0,035231091;7,78E-19;0,017605562;-0,01055124
141,3716694;0,017605444;0,010551086;0,035231296;7,78E-19;0,017605444;-0,010551086
141,6858287;0,017605562;0,010551239;0,035231091;7,80E-19;0,017605562;-0,010551239
141,9999879;0,017605444;0,010551086;0,035231296;7,79E-19;0,017605444;-0,010551086
142,3141472;0,017605562;0,010551239;0,035231091;7,76E-19;0,017605562;-0,010551239
142,6283065;0,017605445;0,010551086;0,035231297;7,80E-19;0,017605445;-0,010551086
142,9424657;0,017605562;0,010551239;0,035231091;7,78E-19;0,017605562;-0,010551239
143,256625;0,017605445;0,010551087;0,035231297;7,81E-19;0,017605445;-0,010551087
143,5707843;0,017605562;0,010551239;0,03523109;7,82E-19;0,017605562;-0,010551239
143,8849435;0,017605445;0,010551087;0,035231297;7,86E-19;0,017605445;-0,010551087
144,1991028;0,017605561;0,010551239;0,03523109;7,86E-19;0,017605561;-0,010551239
144,5132621;0,017605445;0,010551087;0,035231297;7,86E-19;0,017605445;-0,010551087
144,8274213;0,017605561;0,010551239;0,03523109;7,88E-19;0,017605561;-0,010551239
145,1415806;0,017605445;0,010551087;0,035231297;7,84E-19;0,017605445;-0,010551087
145,4557399;0,017605561;0,010551239;0,03523109;7,88E-19;0,017605561;-0,010551239
145,7698991;0,017605446;0,010551087;0,035231297;7,86E-19;0,017605446;-0,010551087
146,0840584;0,017605561;0,010551239;0,03523109;7,82E-19;0,017605561;-0,010551239
146,3982177;0,017605446;0,010551087;0,035231297;7,80E-19;0,017605446;-0,010551087
146,7123769;0,017605561;0,010551239;0,03523109;7,78E-19;0,017605561;-0,010551239
147,0265362;0,017605446;0,010551087;0,035231297;7,76E-19;0,017605446;-0,010551087
147,3406955;0,017605561;0,010551238;0,03523109;7,78E-19;0,017605561;-0,010551238
147,6548547;0,017605446;0,010551087;0,035231297;7,81E-19;0,017605446;-0,010551087
147,969014;0,01760556;0,010551238;0,03523109;7,85E-19;0,01760556;-0,010551238
148,2831732;0,017605446;0,010551087;0,035231297;7,87E-19;0,017605446;-0,010551087
148,5973325;0,01760556;0,010551238;0,03523109;7,85E-19;0,01760556;-0,010551238
148,9114918;0,017605446;0,010551087;0,035231297;7,87E-19;0,017605446;-0,010551087
149,225651;0,01760556;0,010551238;0,03523109;7,89E-19;0,01760556;-0,010551238
149,5398103;0,017605446;0,010551088;0,035231297;7,91E-19;0,017605446;-0,010551088
149,8539696;0,01760556;0,010551238;0,03523109;7,91E-19;0,01760556;-0,010551238
150,1681288;0,017605447;0,010551088;0,035231297;7,89E-19;0,017605447;-0,010551088
150,4822881;0,01760556;0,010551238;0,03523109;7,86E-19;0,01760556;-0,010551238
150,7964474;0,017605447;0,010551088;0,035231297;7,87E-19;0,017605447;-0,010551088
151,1106066;0,01760556;0,010551238;0,03523109;7,86E-19;0,01760556;-0,010551238
151,4247659;0,017605447;0,010551088;0,035231297;7,87E-19;0,017605447;-0,010551088
151,7389252;0,01760556;0,010551238;0,03523109;7,88E-19;0,01760556;-0,010551238
152,0530844;0,017605447;0,010551088;0,035231297;7,88E-19;0,017605447;-0,010551088
152,3672437;0,017605559;0,010551238;0,03523109;7,91E-19;0,017605559;-0,010551238
152,681403;0,017605447;0,010551088;0,035231297;7,94E-19;0,017605447;-0,010551088
152,9955622;0,017605559;0,010551238;0,03523109;7,96E-19;0,017605559;-0,010551238
153,3097215;0,017605447;0,010551088;0,035231297;7,93E-19;0,017605447;-0,010551088
153,6238808;0,017605559;0,010551238;0,03523109;7,90E-19;0,017605559;-0,010551238
153,93804;0,017605447;0,010551088;0,035231297;7,89E-19;0,017605447;-0,010551088
154,2521993;0,017605559;0,010551237;0,03523109;7,87E-19;0,017605559;-0,010551237
154,5663586;0,017605447;0,010551088;0,035231297;7,87E-19;0,017605447;-0,010551088
154,8805178;0,017605559;0,010551237;0,03523109;7,84E-19;0,017605559;-0,010551237
155,1946771;0,017605448;0,010551088;0,035231297;7,80E-19;0,017605448;-0,010551088
155,5088364;0,017605559;0,010551237;0,03523109;7,81E-19;0,017605559;-0,010551237
155,8229956;0,017605448;0,010551088;0,035231297;7,84E-19;0,017605448;-0,010551088
156,1371549;0,017605559;0,010551237;0,03523109;7,85E-19;0,017605559;-0,010551237
156,4513141;0,017605448;0,010551088;0,035231297;7,84E-19;0,017605448;-0,010551088
156,7654734;0,017605559;0,010551237;0,03523109;7,83E-19;0,017605559;-0,010551237
157,0796327;0,017605448;0,010551088;0,035231297;7,80E-19;0,017605448;-0,010551088
157,3937919;0,017605559;0,010551237;0,03523109;7,80E-19;0,017605559;-0,010551237
157,7079512;0,017605448;0,010551089;0,035231297;7,83E-19;0,017605448;-0,010551089
158,0221105;0,017605558;0,010551237;0,03523109;7,84E-19;0,017605558;-0,010551237
158,3362697;0,017605448;0,010551089;0,035231297;7,84E-19;0,017605448;-0,010551089
158,650429;0,017605558;0,010551237;0,03523109;7,87E-19;0,017605558;-0,010551237
158,9645883;0,017605448;0,010551089;0,035231297;7,92E-19;0,017605448;-0,010551089
159,2787475;0,017605558;0,010551237;0,03523109;7,93E-19;0,017605558;-0,010551237
159,5929068;0,017605448;0,010551089;0,035231297;7,94E-19;0,017605448;-0,010551089
159,9070661;0,017605558;0,010551237;0,03523109;7,94E-19;0,017605558;-0,010551237
160,2212253;0,017605448;0,010551089;0,035231297;7,93E-19;0,017605448;-0,010551089
160,5353846;0,017605558;0,010551237;0,03523109;7,91E-19;0,017605558;-0,010551237
160,8495439;0,017605449;0,010551089;0,035231297;7,90E-19;0,017605449;-0,010551089
161,1637031;0,017605558;0,010551237;0,03523109;7,91E-19;0,017605558;-0,010551237
161,4778624;0,017605449;0,010551089;0,035231297;7,87E-19;0,017605449;-0,010551089
161,7920217;0,017605558;0,010551237;0,03523109;7,86E-19;0,017605558;-0,010551237
162,1061809;0,017605449;0,010551089;0,035231297;7,89E-19;0,017605449;-0,010551089
162,4203402;0,017605558;0,010551237;0,03523109;7,92E-19;0,017605558;-0,010551237
162,7344995;0,017605449;0,010551089;0,035231297;7,91E-19;0,017605449;-0,010551089
163,0486587;0,017605558;0,010551237;0,035231091;7,85E-19;0,017605558;-0,010551237
163,362818;0,017605449;0,010551089;0,035231297;7,86E-19;0,017605449;-0,010551089
163,6769773;0,017605558;0,010551236;0,035231091;7,88E-19;0,017605558;-0,010551236
163,9911365;0,017605449;0,010551089;0,035231297;7,85E-19;0,017605449;-0,010551089
164,3052958;0,017605557;0,010551236;0,035231091;7,88E-19;0,017605557;-0,010551236
164,619455;0,017605449;0,010551089;0,035231296;7,88E-19;0,017605449;-0,010551089
164,9336143;0,017605557;0,010551236;0,035231091;7,89E-19;0,017605557;-0,010551236
165,2477736;0,017605449;0,010551089;0,035231296;7,93E-19;0,017605449;-0,010551089
165,5619328;0,017605557;0,010551236;0,035231091;7,91E-19;0,017605557;-0,010551236
165,8760921;0,017605449;0,010551089;0,035231296;7,88E-19;0,017605449;-0,010551089
166,1902514;0,017605557;0,010551236;0,035231091;7,85E-19;0,017605557;-0,010551236
166,5044106;0,017605449;0,010551089;0,035231296;7,85E-19;0,017605449;-0,010551089
166,8185699;0,017605557;0,010551236;0,035231091;7,85E-19;0,017605557;-0,010551236
167,1327292;0,017605449;0,010551089;0,035231296;7,79E-19;0,017605449;-0,010551089
167,4468884;0,017605557;0,010551236;0,035231091;7,77E-19;0,017605557;-0,010551236
167,7610477;0,01760545;0,01055109;0,035231296;7,78E-19;0,01760545;-0,01055109
168,075207;0,017605557;0,010551236;0,035231091;7,77E-19;0,017605557;-0,010551236
168,3893662;0,01760545;0,01055109;0,035231296;7,78E-19;0,01760545;-0,01055109
168,7035255;0,017605557;0,010551236;0,035231091;7,77E-19;0,017605557;-0,010551236
169,0176848;0,01760545;0,01055109;0,035231296;7,76E-19;0,01760545;-0,01055109
169,331844;0,017605557;0,010551236;0,035231091;7,73E-19;0,017605557;-0,010551236
169,6460033;0,01760545;0,01055109;0,035231296;7,73E-19;0,01760545;-0,01055109
169,9601626;0,017605557;0,010551236;0,035231091;7,79E-19;0,017605557;-0,010551236
170,2743218;0,01760545;0,01055109;0,035231296;7,82E-19;0,01760545;-0,01055109
170,5884811;0,017605557;0,010551236;0,035231091;7,83E-19;0,017605557;-0,010551236
170,9026404;0,01760545;0,01055109;0,035231296;7,85E-19;0,01760545;-0,01055109
171,2167996;0,017605557;0,010551236;0,035231091;7,85E-19;0,017605557;-0,010551236
171,5309589;0,01760545;0,01055109;0,035231296;7,86E-19;0,01760545;-0,01055109
171,8451182;0,017605556;0,010551236;0,035231092;7,89E-19;0,017605556;-0,010551236
172,1592774;0,01760545;0,01055109;0,035231296;7,89E-19;0,01760545;-0,01055109
172,4734367;0,017605556;0,010551236;0,035231092;7,91E-19;0,017605556;-0,010551236
172,7875959;0,01760545;0,01055109;0,035231295;7,92E-19;0,01760545;-0,01055109
173,1017552;0,017605556;0,010551236;0,035231092;7,91E-19;0,017605556;-0,010551236
173,4159145;0,01760545;0,01055109;0,035231295;7,88E-19;0,01760545;-0,01055109
173,7300737;0,017605556;0,010551236;0,035231092;7,89E-19;0,017605556;-0,010551236
174,044233;0,01760545;0,01055109;0,035231295;7,89E-19;0,01760545;-0,01055109
174,3583923;0,017605556;0,010551236;0,035231092;7,88E-19;0,017605556;-0,010551236
174,6725515;0,01760545;0,01055109;0,035231295;7,88E-19;0,01760545;-0,01055109
174,9867108;0,017605556;0,010551235;0,035231092;7,91E-19;0,017605556;-0,010551235
175,3008701;0,01760545;0,01055109;0,035231295;7,90E-19;0,01760545;-0,01055109
175,6150293;0,017605556;0,010551235;0,035231092;7,87E-19;0,017605556;-0,010551235
175,9291886;0,017605451;0,01055109;0,035231295;7,87E-19;0,017605451;-0,01055109
176,2433479;0,017605556;0,010551235;0,035231092;7,87E-19;0,017605556;-0,010551235
176,5575071;0,017605451;0,01055109;0,035231295;7,85E-19;0,017605451;-0,01055109
176,8716664;0,017605556;0,010551235;0,035231092;7,84E-19;0,017605556;-0,010551235
177,1858257;0,017605451;0,01055109;0,035231295;7,83E-19;0,017605451;-0,01055109
177,4999849;0,017605556;0,010551235;0,035231092;7,83E-19;0,017605556;-0,010551235
177,8141442;0,017605451;0,01055109;0,035231295;7,80E-19;0,017605451;-0,01055109
178,1283035;0,017605556;0,010551235;0,035231092;7,80E-19;0,017605556;-0,010551235
178,4424627;0,017605451;0,01055109;0,035231295;7,79E-19;0,017605451;-0,01055109
178,756622;0,017605556;0,010551235;0,035231092;7,75E-19;0,017605556;-0,010551235
179,0707813;0,017605451;0,01055109;0,035231295;7,73E-19;0,017605451;-0,01055109
179,3849405;0,017605556;0,010551235;0,035231093;7,70E-19;0,017605556;-0,010551235
179,6990998;0,017605451;0,010551091;0,035231295;7,70E-19;0,017605451;-0,010551091
180,0132591;0,017605556;0,010551235;0,035231093;7,69E-19;0,017605556;-0,010551235
180,3274183;0,017605451;0,010551091;0,035231294;7,72E-19;0,017605451;-0,010551091
180,6415776;0,017605555;0,010551235;0,035231093;7,75E-19;0,017605555;-0,010551235
180,9557368;0,017605451;0,010551091;0,035231294;7,70E-19;0,017605451;-0,010551091
181,2698961;0,017605555;0,010551235;0,035231093;7,73E-19;0,017605555;-0,010551235
181,5840554;0,017605451;0,010551091;0,035231294;7,73E-19;0,017605451;-0,010551091
181,8982146;0,017605555;0,010551235;0,035231093;7,69E-19;0,017605555;-0,010551235
182,2123739;0,017605451;0,010551091;0,035231294;7,68E-19;0,017605451;-0,010551091
182,5265332;0,017605555;0,010551235;0,035231093;7,65E-19;0,017605555;-0,010551235
182,8406924;0,017605451;0,010551091;0,035231294;7,63E-19;0,017605451;-0,010551091
183,1548517;0,017605555;0,010551235;0,035231093;7,60E-19;0,017605555;-0,010551235
183,469011;0,017605451;0,010551091;0,035231294;7,63E-19;0,017605451;-0,010551091
183,7831702;0,017605555;0,010551235;0,035231093;7,63E-19;0,017605555;-0,010551235
184,0973295;0,017605451;0,010551091;0,035231294;7,65E-19;0,017605451;-0,010551091
184,4114888;0,017605555;0,010551235;0,035231093;7,64E-19;0,017605555;-0,010551235
184,725648;0,017605452;0,010551091;0,035231294;7,66E-19;0,017605452;-0,010551091
185,0398073;0,017605555;0,010551235;0,035231093;7,70E-19;0,017605555;-0,010551235
185,3539666;0,017605452;0,010551091;0,035231294;7,64E-19;0,017605452;-0,010551091
185,6681258;0,017605555;0,010551235;0,035231094;7,66E-19;0,017605555;-0,010551235
185,9822851;0,017605452;0,010551091;0,035231294;7,64E-19;0,017605452;-0,010551091
186,2964444;0,017605555;0,010551235;0,035231094;7,66E-19;0,017605555;-0,010551235
186,6106036;0,017605452;0,010551091;0,035231293;7,69E-19;0,017605452;-0,010551091
186,9247629;0,017605555;0,010551235;0,035231094;7,66E-19;0,017605555;-0,010551235
187,2389222;0,017605452;0,010551091;0,035231293;7,68E-19;0,017605452;-0,010551091
187,5530814;0,017605555;0,010551234;0,035231094;7,72E-19;0,017605555;-0,010551234
187,8672407;0,017605452;0,010551091;0,035231293;7,73E-19;0,017605452;-0,010551091
188,1814;0,017605555;0,010551234;0,035231094;7,72E-19;0,017605555;-0,010551234
188,4955592;0,017605452;0,010551091;0,035231293;7,70E-19;0,017605452;-0,010551091
188,8097185;0,017605555;0,010551234;0,035231094;7,67E-19;0,017605555;-0,010551234
189,1238777;0,017605452;0,010551091;0,035231293;7,69E-19;0,017605452;-0,010551091
189,438037;0,017605554;0,010551234;0,035231094;7,69E-19;0,017605554;-0,010551234
189,7521963;0,017605452;0,010551091;0,035231293;7,69E-19;0,017605452;-0,010551091
190,0663555;0,017605554;0,010551234;0,035231094;7,73E-19;0,017605554;-0,010551234
190,3805148;0,017605452;0,010551091;0,035231293;7,75E-19;0,017605452;-0,010551091
190,6946741;0,017605554;0,010551234;0,035231094;7,74E-19;0,017605554;-0,010551234
191,0088333;0,017605452;0,010551091;0,035231293;7,72E-19;0,017605452;-0,010551091
191,3229926;0,017605554;0,010551234;0,035231094;7,70E-19;0,017605554;-0,010551234
191,6371519;0,017605452;0,010551091;0,035231293;7,72E-19;0,017605452;-0,010551091
191,9513111;0,017605554;0,010551234;0,035231094;7,71E-19;0,017605554;-0,010551234
192,2654704;0,017605452;0,010551092;0,035231293;7,69E-19;0,017605452;-0,010551092
192,5796297;0,017605554;0,010551234;0,035231095;7,64E-19;0,017605554;-0,010551234
192,8937889;0,017605452;0,010551092;0,035231293;7,64E-19;0,017605452;-0,010551092
193,2079482;0,017605554;0,010551234;0,035231095;7,65E-19;0,017605554;-0,010551234
193,5221075;0,017605453;0,010551092;0,035231292;7,69E-19;0,017605453;-0,010551092
193,8362667;0,017605554;0,010551234;0,035231095;7,74E-19;0,017605554;-0,010551234
194,150426;0,017605453;0,010551092;0,035231292;7,72E-19;0,017605453;-0,010551092
194,4645853;0,017605554;0,010551234;0,035231095;7,73E-19;0,017605554;-0,010551234
194,7787445;0,017605453;0,010551092;0,035231292;7,74E-19;0,017605453;-0,010551092
195,0929038;0,017605554;0,010551234;0,035231095;7,72E-19;0,017605554;-0,010551234
195,4070631;0,017605453;0,010551092;0,035231292;7,67E-19;0,017605453;-0,010551092
195,7212223;0,017605554;0,010551234;0,035231095;7,65E-19;0,017605554;-0,010551234
196,0353816;0,017605453;0,010551092;0,035231292;7,64E-19;0,017605453;-0,010551092
196,3495408;0,017605554;0,010551234;0,035231095;7,65E-19;0,017605554;-0,010551234
196,6637001;0,017605453;0,010551092;0,035231292;7,69E-19;0,017605453;-0,010551092
196,9778594;0,017605554;0,010551234;0,035231095;7,71E-19;0,017605554;-0,010551234
197,2920186;0,017605453;0,010551092;0,035231292;7,68E-19;0,017605453;-0,010551092
197,6061779;0,017605554;0,010551234;0,035231095;7,67E-19;0,017605554;-0,010551234
197,9203372;0,017605453;0,010551092;0,035231292;7,68E-19;0,017605453;-0,010551092
