Time,Car linear displacement,Car angular displacement,Engine linear displacement,Driver linear displacement,Rear linear displacement,Front linear displacement,Car linear velocity,Car angular velocity,Engine linear velocity,Driver linear velocity,Rear linear velocity,Front linear velocity,Car linear acceleration,Car angular acceleration,Engine linear acceleration,Driver linear acceleration,Rear linear acceleration,Front linear acceleration,Car equivalente force,Car equivalente torque,Engine equivalente force,Driver equivalente force,Rear equivalente force,Front equivalente force
0.1,-0.012825238909144103,0.0010976684618339773,-0.013306230278763995,-0.013298339714125184,-0.004260358689969693,-0.0038024567517153775,-0.25650477818288203,0.02195337805371341,-0.2661246055752799,-0.26596679428250364,-0.08520717379939385,-0.07604913503430755,-5.13009556365764,0.43906703205249115,-5.322492111505597,-5.319335885650073,-1.704143475987877,-1.5209827006861507,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.2,-0.07444470972634919,0.059050818756430486,-0.0910645687057187,-0.0701037032464705,-0.12099358164123086,-0.00730773360045714,-0.9758846381612195,1.1384076345052438,-1.2890421629638142,-0.8701404763644026,-2.249457285225829,0.00594359805947231,-9.257501635909108,21.81224838699801,-15.135859036265085,-6.764137755987907,-41.58085875254083,3.1608373625617476,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-12857.78782156385,-49.033249999999995
0.30000000000000004,-0.11716755311661664,0.08660083331101606,-0.14389441153683014,-0.1144527418672492,-0.05909944284617745,-0.01258195627226828,0.1214277703558706,-0.5891086732860138,0.2324453063415861,-0.0168402960511711,3.4873400611268988,-0.11142805149569507,31.203749806250908,-56.10577318289715,45.56560842237309,23.830141362252537,156.31680567959538,-5.508270353665095,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.4,-0.04388041373178878,-0.020496536406237442,-0.03793901195189547,-0.047213260942777134,0.018533690933327206,-0.015036760958536417,1.3443150173406866,-1.5531798257054739,1.886662685357107,1.3616299145406123,-1.9346773855368085,0.06233195777033229,-6.746004866554589,36.989997682143105,-12.481260842062674,3.739262849583131,-264.7571546128695,8.983470538985642,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.5,0.0347459731620597,-0.046341575964628255,0.048644047083384594,0.03307527334639114,-0.0047864556049407305,0.0021905361975564975,0.22821272053628272,1.0373694894265808,-0.1550015046515063,0.24414077124275235,1.46827445477145,0.282213985351526,-15.576041069533488,14.768546366786808,-28.352022958109586,-26.089045715540326,332.8161914190347,-4.585829987361769,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.6,-0.004727690190522957,0.03149063387767908,-0.014418551109099315,-0.0036393812132785018,0.00782742472918206,0.0034649618692828886,-1.0176859875879358,0.5202105324213622,-1.1062504591981719,-0.9784338624361453,-1.215996848088995,-0.25672547191699824,-9.341933092950882,-25.098032579986537,9.327043867176275,1.6375530419623772,-386.50161747624355,-6.192959158008715,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.7,-0.0827700383175126,0.02709427256740746,-0.0910193107874993,-0.08256955923198377,-0.04163859195199772,-0.018548171604314788,-0.5431609749518569,-0.6080652295516151,-0.42576473436982737,-0.6001696979379596,0.2266765144653995,-0.18353719755495523,18.83243334567246,2.553651063344006,4.282670629390616,5.927730248001335,415.3550847273315,7.656724645249574,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.7999999999999999,-0.06912156665277651,-0.013180383857196897,-0.06657768670388774,-0.07408586500207606,0.0016737700571820384,-0.017759062265947773,0.8161304082465788,-0.19759430897069263,0.9145972160420585,0.7698435825361138,0.639570725718194,0.1993193843222956,8.353394318296253,5.650218653185263,22.5245683788471,21.47253536148013,-407.09720050227554,0.00040699229544127746,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.8999999999999999,-0.0005219724489035515,0.00020194383526174215,0.0002666266218222443,0.001045088943399395,-0.010503143098552686,0.002298130796661171,0.55586147583088,0.4652160768711298,0.4222890504721408,0.7327754963733952,-0.8831089888328911,0.20182447692988323,-13.558772966610228,7.605154637379766,-32.37073169024545,-22.213897084734505,376.6436062112539,0.04969485985631117,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.9999999999999999,0.004939437682531471,0.013844634220040978,4.88907772168595E-05,0.005486225316049952,0.005601073687480147,0.0022693053781075874,-0.4466332732021796,-0.1923895428260627,-0.42664376736424847,-0.643952768920384,1.205193324553548,-0.20240098530095496,-6.491122014050962,-20.75490899602264,15.392075333517663,-5.32066822114108,-334.8775599435251,-8.134204104473074,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
