10; 2,960226023881167E-07; 6,085434239940032E-11; 0,00031408668065932056; 6,715152354542866E-08; 
11; 2,4465594337197115E-07; 4,1567363393724544E-11; 0,0002855444699814202; 5,045561224874446E-08; 
12; 2,0558480987742345E-07; 2,935095956697775E-11; 0,00026175685362072676; 3,886582427603047E-08; 
13; 1,7517674010830157E-07; 2,1310449547615172E-11; 0,0002416272831113592; 3,0570342768104814E-08; 
14; 1,510479080489998E-07; 1,5844142567529006E-11; 0,0002243722970983424; 2,447716590264216E-08; 
15; 1,315813787844853E-07; 1,20234150584155E-11; 0,00020941723546561163; 1,990139229286693E-08; 
16; 1,1564903976033549E-07; 9,288011821212267E-12; 0,00019633103034848612; 1,6398612754710305E-08; 
17; 1,0244442645012977E-07; 7,288113686344048E-12; 0,0001847839965461695; 1,3671886153609741E-08; 
18; 9,137863622276248E-08; 5,7986596666197125E-12; 0,00017451968344324475; 1,1517666600078136E-08; 
19; 8,201351887422671E-08; 4,670990729531472E-12; 0,0001653356111241854; 9,793253306051152E-09; 
20; 7,401763232913132E-08; 3,804594290209356E-12; 0,00015706978294966544; 8,396585838889954E-09; 
21; 6,713651130135796E-08; 3,1300796867313038E-12; 0,0001495910500515438; 7,253357382968663E-09; 
22; 6,117216992630264E-08; 2,5986364368827107E-12; 0,00014279210269189008; 6,308594227789948E-09; 
23; 5,596870052709649E-08; 2,175344820250953E-12; 0,00013658428934068987; 5,5210329099319725E-09; 
24; 5,1401981192732557E-08; 1,834836193009099E-12; 0,00013089373056713243; 4,859291289721826E-09; 
25; 4,737220506145902E-08; 1,5584207158039867E-12; 0,0001256583653310617; 4,299214526341863E-09; 
26; 4,3798380645813125E-08; 1,332151311637414E-12; 0,0001208256787225075; 3,822005444420088E-09; 
27; 4,061423053129499E-08; 1,1454967287414482E-12; 0,0001163509345193957; 3,412887835114147E-09; 
28; 3,77650963846825E-08; 9,904180338281368E-13; 0,0001121957863996156; 3,0601377044068885E-09; 
29; 3,520557767127412E-08; 8,607167404872918E-13; 0,00010832717642891233; 2,7543723360965404E-09; 
30; 3,289771182749224E-08; 7,515686291085226E-13; 0,0001047164538070596; 2,4880224789406684E-09; 
31; 3,0809558506433694E-08; 6,591863016948971E-13; 0,00010133866414788371; 2,25493625629233E-09; 
32; 2,8914088520374597E-08; 5,805721560611832E-13; 9,817197199817324E-05; 2,0500789404689794E-09; 
33; 2,7188304776699864E-08; 5,133356430912569E-13; 9,519718833586159E-05; 1,8693032599834843E-09; 
34; 2,5612541453350246E-08; 4,555567460116154E-13; 9,239738143663282E-05; 1,7091721322080153E-09; 
35; 2,4169901277091862E-08; 4,0568304896016555E-13; 8,975755444262505E-05; 1,5668207352307712E-09; 
36; 2,284580065566272E-08; 3,6245145831240776E-13; 8,726437665997634E-05; 1,4398483637797618E-09; 
37; 2,16275996703815E-08; 3,2482818734829885E-13; 8,49059584252439E-05; 1,3262330247333162E-09; 
38; 2,050429930683444E-08; 2,9196239013395675E-13; 8,267166151714862E-05; 1,2242635314102688E-09; 
39; 1,9466292312933312E-08; 2,6315008100799514E-13; 8,055193872741092E-05; 1,1324851642413043E-09; 
40; 1,8505157098367054E-08; 2,378058657914672E-13; 7,853819749940553E-05; 1,0496559232954655E-09; 
41; 1,7613486381430093E-08; 2,154406499052791E-13; 7,662268351483832E-05; 9,747111054914374E-10; 
