Time,Car linear displacement,Car angular displacement,Engine linear displacement,Driver linear displacement,Rear linear displacement,Front linear displacement,Car linear velocity,Car angular velocity,Engine linear velocity,Driver linear velocity,Rear linear velocity,Front linear velocity,Car linear acceleration,Car angular acceleration,Engine linear acceleration,Driver linear acceleration,Rear linear acceleration,Front linear acceleration,Car equivalente force,Car equivalente torque,Engine equivalente force,Driver equivalente force,Rear equivalente force,Front equivalente force
0.01,-0.00024224213080744885,-4.067814841933132E-06,-0.00024203892761789109,-0.00024473313433246704,-0.00018667679976138606,-0.00018846286830587997,-0.04844842616148977,-0.0008135629683911139,-0.04840778552357822,-0.04894662686649341,-0.037335359952277214,-0.037692573661175996,-9.689685232297954,-0.16271259367553034,-9.681557104715644,-9.789325373298682,-7.467071990455443,-7.538514732235199,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.02,-0.001658307002179024,-0.0011316037157296681,-0.0012732887317738993,-0.0013115548694610138,-0.0007198965115236094,-0.018595378260015023,-0.23476454811282527,-0.22469371277069622,-0.1578421753076234,-0.1644177201592159,-0.06930858240016743,-3.643690504680653,-27.573539157969144,-44.61326002989608,-12.205320852093394,-13.30489328524582,1.0724275008773976,-713.6610714716602,-1029.69825,-8.237586000000007,-48.32114022948818,-392.26599999999996,-49.033249999999995,-7549.033250000001
0.03,-0.006042991345998793,-0.007433788384194632,-0.0037682363215749324,-0.0040508820342226495,-0.001073176892643583,-0.07974846932659327,-0.6421723206511287,-1.035758338284555,-0.3411473426525832,-0.38344771279311124,-0.0013474938238273032,-8.586927708634995,-53.90801534969153,-117.59069240496076,-24.455712616898566,-30.501105241533246,12.519790214390628,-274.9863693192084,-1029.69825,-8.237586000000007,-48.321140229488066,-392.26599999999996,-49.033249999999995,-15049.033249999997
0.04,-0.015227580781863512,-0.024217624177735514,-0.008313082332529824,-0.010271677759655314,-0.0003660941071156594,-0.16667002381348708,-1.1947455665218152,-2.321258364939236,-0.5678218595383949,-0.8607114322934217,0.14276405092941202,-8.797383188743769,-56.606633824445744,-139.3347844021758,-20.879190760263796,-64.95163865852885,16.30251873625724,232.89527329745363,-1029.69825,-8.237586000000007,-229.90446892282813,-392.26599999999996,-49.033249999999995,-22549.033250000004
0.05,-0.029524815476873238,-0.05365924556807233,-0.014360832058861439,-0.02292570698157576,0.0017124487706310907,-0.23961033606070092,-1.66470137248013,-3.568206458150831,-0.6417280857279279,-1.6700944120906671,0.2729445246199381,-5.790679260699,-37.384527367217224,-108.96588402118621,6.097945522357193,-96.92495730092025,9.733576001847972,368.44551231150024,-1029.69825,-8.237586000000007,-117.67980000000004,-392.26599999999996,-49.033249999999995,-28039.414306766583
0.060000000000000005,-0.04748544844836513,-0.09356214958248348,-0.02080712037025298,-0.044405701866598535,0.004697492433951418,-0.28070159260844724,-1.927425221818248,-4.414679010423669,-0.6475295765503805,-2.625904564913888,0.3240642080441274,-2.427572048850264,-15.160242500406362,-57.08620264871051,-7.258243686847678,-94.23707326372391,0.49036068298988056,304.175930058247,-1029.69825,-8.237586000000007,-5.455131077171856,-392.26599999999996,-49.033249999999995,-30049.03325
0.07,-0.06733814506513704,-0.13909097326493247,-0.027831613855351472,-0.07412646366596301,0.007679987163570107,-0.2903417692530173,-2.043114101536134,-4.693400536784032,-0.757369120469318,-3.318247794959007,0.27243473787961037,0.49953671993625126,-7.977533443170778,6.730665864562893,-14.709665096939815,-44.2315727452999,-10.816254715893287,281.245823699056,-1029.69825,-8.237586000000007,-187.0384597705118,-392.26599999999996,-49.033249999999995,-28039.414306766572
0.08,-0.08805792064165305,-0.18404577657762247,-0.03596189212982269,-0.10766634788218717,0.009504392027531566,-0.27142265133640825,-2.1008410137670683,-4.297624411984607,-0.8686865344249255,-3.389729048285824,0.09244623491268136,3.284286863385559,-3.567849003016086,76.49568850713284,-7.55381769418166,29.93532207993644,-25.181445877492514,275.70420499080547,-1029.69825,-8.237586000000007,-187.03845977051188,-392.26599999999996,-49.033249999999995,-22549.033249999993
0.09,-0.10878134438013101,-0.2215695264189768,-0.04584494300865809,-0.13861072270570934,0.009019176689333965,-0.2274136890229495,-2.043843733928525,-3.203785630440835,-1.1079236413421543,-2.799145916418611,-0.1894893025522015,5.5175055993061894,14.967304970724804,138.63189456280367,-40.29360368926409,88.18130429350617,-31.20566161548406,170.93954219332068,-1029.69825,-8.237586000000007,-5.455131077172027,-392.26599999999996,-49.033249999999995,-15049.033250000002
0.09999999999999999,-0.12799387982027718,-0.2451296932409436,-0.058676622243125746,-0.16177042147053922,0.005694705020299679,-0.1686448621275756,-1.7986633541007093,-1.503705463667598,-1.4584122055513777,-1.8327938365473637,-0.4754050312546557,6.236259779768593,34.068770994838296,185.51960633624194,-29.80410915258058,105.08911168074326,-25.977484125006782,-27.18870610083991,-1029.69825,-8.237586000000007,-117.67979999999949,-392.26599999999996,-49.033249999999995,-7549.033249999999
0.10999999999999999,-0.1439059654324393,-0.2499551372717647,-0.073660304924413,-0.17537938269641387,-0.0001461895516780456,-0.11232796561496254,-1.383753768331714,0.5398608660341108,-1.5383243307060734,-0.8889984086275673,-0.6927738831408893,5.027119522754017,48.913146158960735,198.7562682626518,13.821684121641468,83.66997390321603,-17.49628625223994,-214.6393453020753,-1029.69825,-8.237586000000007,-229.9044689228283,-392.26599999999996,-49.033249999999995,-2058.6521932334244
0.11999999999999998,-0.15500543334817674,-0.2349153043006193,-0.08869910068722386,-0.18095670018755486,-0.0076186335364246465,-0.07528844875395538,-0.8361398148157724,2.464583013066216,-1.469434821856099,-0.2264650896006301,-0.8017149138084309,2.3807838494474147,60.609644544227585,164.97132945160823,-0.04378235164661248,48.8366899021714,-4.29191988126837,-314.62778935924507,-1029.69825,-8.237586000000007,-48.32114022948859,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.12999999999999998,-0.16050826844855925,-0.20306138117988815,-0.10314097568502577,-0.18131162817997526,-0.015544417180909856,-0.06262885858768034,-0.2644272052607314,3.9016460186240574,-1.4189401777042818,0.15547949111654993,-0.7834418150886113,0.15113418380759225,53.732877366780606,112.91909073722056,10.142711182010046,27.552226241264606,7.946539625232276,-131.30214376871942,-1029.69825,-8.237586000000007,-48.3211402294874,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.13999999999999999,-0.16081093409641292,-0.15939005870950085,-0.11604022130011932,-0.1783456975861559,-0.023000778630480286,-0.06070611769792335,0.20389407568999796,4.830290720593161,-1.160908945314428,0.43770662764732216,-0.7078304748254748,0.23341399414380715,39.93137882336526,73.2875465664451,41.46353529596074,28.893201064889837,7.175728427395029,147.7581058359624,-1029.69825,-8.237586000000007,-229.90446892282796,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.15,-0.1568469424884572,-0.10835384948266386,-0.126221156121839,-0.17215927271218737,-0.029815693597293164,-0.05142720612483094,0.5889042459011449,5.377286986666768,-0.8752780190295113,0.7995783471463843,-0.6551525185371011,1.6223683204746746,37.07065521886411,40.868148517785315,15.66264996102258,43.48114283492259,3.3598628302797238,130.03275943021106,-1029.69825,-8.237586000000007,-117.67980000000055,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.16,-0.14929570645444398,-0.053490247880447074,-0.13418363526929555,-0.16169683675900456,-0.03609667732303162,-0.032770843629418164,0.9213429609015005,5.5976960339262005,-0.717217810461797,1.292908843490176,-0.6010442266105908,2.108904178607881,29.417087781206995,7.6674174691513715,15.94939175252027,55.18495643383574,7.4617955550223485,-32.72558780356985,-1029.69825,-8.237586000000007,-5.455131077171828,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.17,-0.13891504333304922,0.0019155729353271939,-0.13990252526674515,-0.14615470848470463,-0.04158952394435197,-0.014691842950884947,1.1547896633774533,5.486383308838081,-0.42656018902812287,1.8155168113698104,-0.4975250976534782,1.5068959570987623,17.272252713983555,-28.341671145870375,42.182132534214546,49.33663714209115,13.242030236400154,-87.67605649825384,-1029.69825,-8.237586000000007,-187.03845977051137,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.18000000000000002,-0.12654991650776592,0.05459546997052278,-0.1424300156182627,-0.12620681696556485,-0.04822621435239888,-0.0024801319592692717,1.318235701679205,5.05170970408465,-0.07893788127538887,2.174061492458146,-0.8298129839559039,0.9354462412243725,15.416954946366793,-60.00681493336547,27.342329016332258,22.37229907557594,-79.69960749688528,-26.613886676624134,-1029.69825,-8.237586000000007,-187.03845977051196,-392.26599999999996,-1102.3859616762397,-49.033249999999995
0.19000000000000003,-0.11280468705647385,0.10217885323377786,-0.1420324038859273,-0.10423414990782343,-0.0672065936846706,0.0067627193027435355,1.4308101885792088,4.465667578590124,0.1584602277424702,2.220471919090139,-2.9662628824984423,0.9131240111781892,7.097942433633982,-59.95070499505141,20.13729278723956,-13.090213749177337,-347.59037221162237,22.149440667387466,-1029.69825,-8.237586000000007,-5.455131077171799,-392.26599999999996,-5731.816545825375,-49.033249999999995
0.20000000000000004,-0.09873533305450347,0.14462690170013917,-0.1398992157129865,-0.08336912261207924,-0.11304653165886265,0.016638289776046835,1.3830606118148683,4.024054371963619,0.2681774068456915,1.9525335400586985,-6.201724712339967,1.0619900834824707,-16.647857786502065,-31.469689025824557,1.8061430334047017,-40.49746205711074,-299.5019937566825,7.6237737934688425,-1029.69825,-8.237586000000007,-117.67980000000067,-392.26599999999996,-12857.787821563872,-49.033249999999995
0.21000000000000005,-0.08629437234415056,0.18388914783709637,-0.13823074332525623,-0.06619549342281464,-0.18202877179503646,0.026852316397880903,1.1051315302557123,3.828768218593527,0.06551707070036225,1.4821922977942212,-7.594723314894796,0.9808152408843428,-38.93795852532913,-11.565378662636885,-42.33821026247056,-53.570786395784694,20.902273245716856,-23.85874231309441,-1029.69825,-8.237586000000007,-229.90446892282804,-392.26599999999996,-20570.901540270217,-49.033249999999995
0.22000000000000006,-0.07747932495593805,0.22157257935530117,-0.13978956555238461,-0.05411470573778188,-0.2502709418222763,0.03527040638974045,0.6578779473867897,3.708343618628421,-0.37728151612603966,0.9339652392123297,-6.053710690553179,0.7028027574875673,-50.51275804845539,-17.113264492722,-46.22150710280982,-56.07462532059361,287.30025162260665,-31.743754366260703,-1029.69825,-8.237586000000007,-48.32114022948764,-392.26599999999996,-26804.435109887636,-49.033249999999995
0.23000000000000007,-0.0733887364446872,0.2572081453350145,-0.145637197650879,-0.04752477332296884,-0.2945055916343195,0.04088161194226626,0.16023975486338107,3.4182622572998578,-0.79224490357284,0.3840212437502792,-2.793219271855455,0.419438353017595,-49.014880456226344,-43.35729661138454,-36.771170386550274,-53.91417377181648,364.7980321169381,-24.929126527733757,-1029.69825,-8.237586000000007,-48.32114022948902,-392.26599999999996,-29888.11824444483,-49.033249999999995
0.24000000000000007,-0.07395249098467724,0.28823179804038024,-0.1549639892653632,-0.0462666342603258,-0.3048721671148292,0.04383637181815117,-0.2729906628613888,2.784214962368635,-1.073113419323997,-0.13239343122167074,0.7199041757535203,0.17151362215938656,-37.631203088727624,-79.05719101515506,-19.40253276368113,-49.36876122257351,337.826657404857,-24.655819643907932,-1029.69825,-8.237586000000007,-229.9044689228283,-392.26599999999996,-28995.68053832374,-49.033249999999995
0.25000000000000006,-0.07811910928628595,0.31078173489303185,-0.16554279528524338,-0.04983410621814468,-0.2821988421466419,0.04412710228352815,-0.5603329974603528,1.7222660223448736,-1.0426477846520386,-0.5811009603421057,3.814760817883929,-0.11336752908399139,-19.837263831065165,-117.54678376638104,25.495659698072835,-40.372744601513475,281.1446710212248,-32.32041060476766,-1029.69825,-8.237586000000007,-117.6797999999998,-392.26599999999996,-24366.249954174604,-49.033249999999995
0.26000000000000006,-0.08418016166768146,0.3205228385122895,-0.17429388705070986,-0.057245523324352066,-0.2325835771298143,0.04125975986874487,-0.6518774788187491,0.22358631574399657,-0.7075705684412581,-0.9011824608993716,6.108292185481594,-0.46010095387266436,1.5283675593859058,-153.7979125361091,41.51978354408326,-23.643555509939702,177.56160249830816,-37.02627435296694,-1029.69825,-8.237586000000007,-5.455131077172069,-392.26599999999996,-17240.278678436105,-49.033249999999995
0.2700000000000001,-0.09031537061204167,0.31372261966679416,-0.17884154327338844,-0.06684920845860187,-0.16692537618408287,0.034874059726750214,-0.5751643100532946,-1.5816208637074192,-0.20196067609445806,-1.0195545659505898,7.023348003664695,-0.8170390745262662,13.814266193705016,-172.42590973952667,59.602194925276756,-0.03086550030393198,5.4495611383118785,-34.361349777753446,-1029.69825,-8.237586000000007,-187.03845977051265,-392.26599999999996,-9527.164959729766,-49.033249999999995
0.2800000000000001,-0.09528795673119823,0.2887152299367526,-0.17721249164624656,-0.07649395790790904,-0.10129202991014298,0.02517852543941014,-0.41935291377801753,-3.4130032755657744,0.5277710015228354,-0.909395323910844,6.103321251123283,-1.1220677829417485,17.348013061350393,-165.0628338236349,86.34414059818192,22.062713908253087,-189.45491164659427,-26.644391905343014,-1029.69825,-8.237586000000007,-187.03845977051066,-392.26599999999996,-3293.631390112347,-49.033249999999995
0.2900000000000001,-0.09853796032665728,0.24679088406345157,-0.1685422793123441,-0.08423367350069128,-0.053095078317300294,0.012945410410434642,-0.23064780531379137,-4.964172522429359,1.2062714652576534,-0.6385477946456027,3.5360690674452546,-1.324555222853351,20.393008631494844,-132.08803908073995,49.35595214878168,32.10679194479515,-323.9955250890115,-13.853096076977522,-1029.69825,-8.237586000000007,-5.455131077171572,-392.26599999999996,-209.94825555516167,-49.033249999999995
0.3000000000000001,-0.09995755520173448,0.19208524599874627,-0.1546292398734246,-0.08916554973850524,-0.03226870070286124,-0.0005808943546789479,-0.05327116970164894,-5.973525461601633,1.5763364225262466,-0.34782745291719014,0.6292064554425563,-1.3807057301693673,15.082318490933638,-72.40760403091409,24.657039304936973,26.037276400887365,-257.37699731152816,2.6229946137742672,-1029.69825,-8.237586000000007,-117.67980000000142,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.3100000000000001,-0.0997806439947004,0.13044607064031408,-0.13729168430626104,-0.09176080368740745,-0.03050552961487893,-0.013909353030744307,0.08865341110846618,-6.356294589680577,1.8911746909064675,-0.1712233368632523,-0.2765722378460944,-1.2849860050437045,13.302597671089387,-13.842974868983552,38.31061437110719,9.283546809900201,76.22125865379803,16.520950411358285,-1029.69825,-8.237586000000007,-229.90446892282756,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.3200000000000001,-0.09788904220122928,0.06723100828088342,-0.11714956953523362,-0.09332419759974568,-0.027362181796863737,-0.025747470967570928,0.28966694758575684,-6.291134137874065,2.1372482632990177,-0.14145544560439352,0.9052418014491328,-1.0826375823216197,26.90010962436874,18.992551082873973,10.904100107402826,-3.329968558128442,160.1415492052474,23.94873413305868,-1029.69825,-8.237586000000007,-48.32114022948704,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.3300000000000001,-0.09359849849576332,0.00606087270001799,-0.09539123764709936,-0.09474157820783659,-0.014103118785032011,-0.035354941822290854,0.5684417935074346,-5.947095063427081,2.214418114327833,-0.14202067601378784,1.7465708009172123,-0.8388565886223657,28.854859559966812,46.95071627703321,4.529870098360277,3.2169224762495787,8.124250688368505,24.80746460679211,-1029.69825,-8.237586000000007,-48.32114022948964,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.34000000000000014,-0.08682987268612162,-0.05028346860172085,-0.07276447578803599,-0.09541391599905903,0.0011446837218370299,-0.04257990676290184,0.7852833684209055,-5.324367324912253,2.310934257484841,0.007553117769299095,1.3029897004565956,-0.6061363994998314,14.513455422727375,78.81831858789246,14.77335853304129,26.69783628036781,-96.84047078049181,21.73657321771475,-1029.69825,-8.237586000000007,-229.9044689228288,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.35000000000000014,-0.07843452707534974,-0.09910331057657715,-0.05007114429761026,-0.09348839104178235,0.01031231782124923,-0.04756670545288474,0.8937857537334697,-4.439924905679841,2.227732040600306,0.37755187368603826,0.5305371194258444,-0.39122333849674806,7.1870216397854705,100.48607471235472,-31.413801909948404,47.301914902980016,-57.65004542565842,21.246038982901922,-1029.69825,-8.237586000000007,-117.67979999999821,-392.26599999999996,-49.033249999999995,-49.033249999999995
