Time,Car linear displacement,Car angular displacement,Engine linear displacement,Driver linear displacement,Rear linear displacement,Front linear displacement,Car linear velocity,Car angular velocity,Engine linear velocity,Driver linear velocity,Rear linear velocity,Front linear velocity,Car linear acceleration,Car angular acceleration,Engine linear acceleration,Driver linear acceleration,Rear linear acceleration,Front linear acceleration,Car equivalente force,Car equivalente torque,Engine equivalente force,Driver equivalente force,Rear equivalente force,Front equivalente force
0.01,-0.00024232817450642202,-3.997347288081179E-06,-0.00024121072903749644,-0.0002447465353815779,-0.00018671678680967258,-0.0001884719149386775,-0.04846563490128441,-0.000799469457620494,-0.04824214580749929,-0.048949307076315576,-0.03734335736193452,-0.0376943829877355,-9.693126980256881,-0.1598938915215439,-9.648429161499857,-9.789861415263115,-7.468671472386903,-7.5388765975471,-1029.69825,-8.237586000000007,-117.6798,-392.26599999999996,-49.033249999999995,-49.033249999999995
0.02,-0.0016526631411645236,-0.0011362118819391303,-0.0013273995861236845,-0.0013107203382989269,-0.0007173082548293928,-0.018594788658575622,-0.23360135843033591,-0.22564353422881125,-0.16899562560973835,-0.16424545350715422,-0.0687749362420095,-3.643568965739654,-27.33401772555342,-44.8088610090186,-14.502266798947952,-13.269367870904613,1.1823556963719053,-713.6360399528367,-1029.69825,-8.237586000000007,-48.32114022948818,-392.26599999999996,-49.033249999999995,-7549.033250000001
0.03,-0.0060301125820842755,-0.007445238583972784,-0.0039058953242769963,-0.004046017127808083,-0.0010648947147802693,-0.07974685235017617,-0.6418885297536145,-1.03617696237902,-0.346703522020924,-0.3828139043946771,-0.0007423557481657933,-8.586843772580457,-54.3234165391023,-117.28883033409508,-21.039312483289187,-30.44432230659996,12.424160402396836,-275.0189214153238,-1029.69825,-8.237586000000007,-48.321140229488066,-392.26599999999996,-49.033249999999995,-15049.033249999997
0.04,-0.01523105996101886,-0.024217957302306744,-0.00832988132471918,-0.010261743260062831,-0.0003642566505426709,-0.1666707353982145,-1.1983009460333025,-2.318615713263324,-0.5380936780675125,-0.8603313220562725,0.14086996859568546,-8.79793283702721,-56.95906671683527,-139.02465072172458,-17.238718726028516,-65.0591612257191,15.898304466373414,232.80110852597318,-1029.69825,-8.237586000000007,-229.90446892282813,-392.26599999999996,-49.033249999999995,-22549.033250000004
0.05,-0.029540573355503582,-0.053648495275342295,-0.014258791854982827,-0.022918983882223243,0.0016980066801422374,-0.2396147533522495,-1.6636017328636419,-3.568633340716626,-0.647688427985217,-1.6711168023758098,0.27158269754129616,-5.790870753779788,-36.1010906492326,-109.88888488187875,-4.680231257512382,-97.09793483818834,10.244241322748731,368.6113081235112,-1029.69825,-8.237586000000007,-117.67980000000004,-392.26599999999996,-49.033249999999995,-28039.414306766583
0.060000000000000005,-0.04747997463935386,-0.09356286628307926,-0.020853503712809817,-0.0444113201142509,0.004690941268396522,-0.28070157221830955,-1.9242785239064144,-4.416548836505028,-0.6712539435801808,-2.6273504440297213,0.3270042201095607,-2.4264930194322236,-16.03426755932192,-56.45132543569819,-0.03287186148038046,-94.14879349259394,0.8400631909041785,304.26423874600164,-1029.69825,-8.237586000000007,-5.455131077171856,-392.26599999999996,-49.033249999999995,-30049.03325
0.07,-0.06733591744318808,-0.13908592209245907,-0.027824835447144043,-0.07414091740085231,0.007689818015795021,-0.29033563872190876,-2.046910036860429,-4.690363376732645,-0.7230124032866644,-3.3185690132905625,0.27277112937013925,0.4996797187123805,-8.492035031480938,7.062947403429202,-10.318820079816355,-44.094920359574246,-11.686681338788478,280.9703088829192,-1029.69825,-8.237586000000007,-187.0384597705118,-392.26599999999996,-49.033249999999995,-28039.414306766572
0.08,-0.08806183226562812,-0.18403724413321418,-0.0359056786589017,-0.10767876264865879,0.00950711131348859,-0.27141973049660323,-2.0982729276275798,-4.299984915836767,-0.8931562390648671,-3.3890000362707333,0.09068753016857449,3.283501926348726,-1.7805431219491794,75.11758791119507,-23.709947075824182,30.008715763540124,-24.730038501524472,275.79413264434993,-1029.69825,-8.237586000000007,-187.03845977051188,-392.26599999999996,-49.033249999999995,-22549.033249999993
0.09,-0.10875454659683276,-0.2215909997182428,-0.046112975699409225,-0.1386092772227723,0.009025817607273594,-0.22741356925807657,-2.040269938613348,-3.207429832961308,-1.148303169036638,-2.797102878551969,-0.18694627141157358,5.517730321356606,13.381140924795616,139.76224695752796,-27.319438918530004,88.37071578021272,-30.796721814505137,171.05154635722602,-1029.69825,-8.237586000000007,-5.455131077172027,-392.26599999999996,-49.033249999999995,-15049.033250000002
0.09999999999999999,-0.12799092151599087,-0.24514050775514012,-0.05882188005603522,-0.16174789234530743,0.005705658022806104,-0.16864702215125343,-1.8070050452182749,-1.497904584460966,-1.3934777022885605,-1.8306201459550557,-0.47708564548192456,6.235579100008023,33.27183775421899,186.17383158071775,-21.715467731854467,104.92583073916995,-27.23115299956505,-27.48179062694271,-1029.69825,-8.237586000000007,-117.67979999999949,-392.26599999999996,-49.033249999999995,-7549.033249999999
