Time;Engine mount deformation;Seat deformation;Rear deformation;Front deformation;Rear tire deformation;Front tire deformation;Engine mount deformation velocity;Seat deformation velocity;Rear deformation velocity;Front deformation velocity;Rear tire deformation velocity;Front tire deformation velocity;Engine mount deformation acceleration;Seat deformation acceleration;Rear deformation acceleration;Front deformation acceleration;Rear tire deformation acceleration;Front tire deformation acceleration;;;;;;
6.09;-1.67E-05;0.002035825;-0.026899625;-0.021688131;-0.008897737;-0.007206467;-0.017822832;0.001690876;0.005244756;0.008435651;-0.00860138;-0.008733854;2.670429608;-7.747071862;1.317443192;-0.615873344;-1.332996026;-1.902836875;0;0;0;0;0;0
6.1;1.92E-05;0.001733656;-0.0268459;-0.021657435;-0.008993428;-0.007342773;0.024998062;-0.062124703;0.005500132;-0.002296438;-0.010536885;-0.018527515;5.893732147;-5.01603912;-1.266406119;-1.530496732;0.945895083;-0.055895381;0;0;0;0;0;0
6.11;0.000161613;0.001003775;-0.026887965;-0.021745208;-0.00906893;-0.007499002;0.003485083;-0.083851528;-0.013913136;-0.015258212;-0.004563589;-0.012718153;-10.1963224;0.670672643;-2.616234986;-1.06187379;0.248764141;1.217767783;0;0;0;0;0;0
6.12;2.35E-05;0.000424356;-0.027018177;-0.021883761;-0.009101804;-0.007553115;-0.031115831;-0.032032255;-0.012129105;-0.012452434;-0.00201119;0.00189545;3.276150909;9.693178711;2.973066437;1.622997994;0.261715703;1.704952795;0;0;0;0;0;0
6.13;-4.10E-06;0.000559551;-0.027024594;-0.021925836;-0.009068873;-0.007460596;0.025604141;0.059071185;0.010845646;0.004037436;0.008597433;0.016608414;8.067841445;8.527509979;1.621879182;1.674981685;1.86000879;1.237639987;0;0;0;0;0;0
6.14;0.00016377;0.001294195;-0.026944301;-0.021847718;-0.008950487;-0.007287809;0.007969787;0.087857593;0.00521295;0.011586324;0.015079828;0.017949047;-11.59470518;-2.77023047;-2.74840255;-0.165223861;-0.563529692;-0.969513409;0;0;0;0;0;0
6.15;3.11E-05;0.001920844;-0.026923475;-0.021738781;-0.00887698;-0.0071913;-0.034495696;0.037472365;-0.001047789;0.010201046;-0.000378419;0.001352747;3.101611872;-7.306816095;1.496262303;-0.111841159;-2.528119811;-2.349746609;0;0;0;0;0;0
6.16;-4.19E-05;0.001953334;-0.026878297;-0.021664109;-0.008940463;-0.007261853;0.01988791;-0.030974446;0.010083378;0.004733304;-0.012318168;-0.015463515;7.775089918;-6.382540636;0.729927434;-0.981652795;0.140170046;-1.013505796;0;0;0;0;0;0
6.17;0.000129964;0.001402097;-0.026846717;-0.021686944;-0.009037669;-0.007424522;0.014484592;-0.079273045;-0.00376731;-0.00930034;-0.007123216;-0.017070123;-8.855759578;-3.277177412;-3.500078902;-1.825058478;0.898820395;0.692184199;0;0;0;0;0;0
6.18;8.88E-05;0.000671321;-0.026952128;-0.021814598;-0.009088879;-0.007540246;-0.022715545;-0.066882124;-0.01731492;-0.016230489;-0.003118787;-0.006074794;1.415743853;5.755358287;0.790583527;0.438995333;-0.0979347;1.50688175;0;0;0;0;0;0
6.19;5.32E-07;0.00040319;-0.027038453;-0.021918979;-0.009093088;-0.007522202;0.005060088;0.013256053;4.98E-05;-0.004645596;0.002277175;0.009683621;4.13938671;10.27227611;2.682375379;1.877972222;1.177127147;1.644801103;0;0;0;0;0;0
6.2;7.80E-05;0.000878557;-0.026988581;-0.021897832;-0.009016957;-0.007378056;0.01043205;0.081817307;0.009924746;0.008874951;0.012948874;0.019145545;-3.064992164;3.43997404;-0.707387654;0.826131246;0.957212737;0.247583826;0;0;0;0;0;0
6.21;0.000100189;0.001644848;-0.026925423;-0.021792488;-0.008904102;-0.007225539;-0.005992883;0.071440945;0.002706697;0.012193786;0.009622224;0.011357902;-0.219988926;-5.515248038;-0.736210075;-0.162379391;-1.622542791;-1.805112416;0;0;0;0;0;0
6.22;1.90E-05;0.002016974;-0.026898518;-0.021692638;-0.008891258;-0.007206835;-0.01024338;0.002984251;0.002674302;0.007776193;-0.007053546;-0.007617139;-0.630116569;-8.176088929;0.729717859;-0.721122435;-1.712611209;-1.989895776;0;0;0;0;0;0
6.23;-3.64E-07;0.00172782;-0.026862522;-0.021663913;-0.008988493;-0.007337266;0.006369115;-0.060815073;0.004525053;-0.002031209;-0.012393374;-0.018468972;3.952600145;-4.583771688;-0.359602458;-1.240314571;0.644645558;-0.180470958;0;0;0;0;0;0
6.24;0.000117684;0.001032895;-0.026880514;-0.021739775;-0.009072603;-0.007492915;0.017240599;-0.078169958;-0.008123489;-0.013141148;-0.004428717;-0.012660915;-1.778303832;1.112794801;-2.170107023;-0.981671972;0.948285821;1.342082457;0;0;0;0;0;0
6.25;9.94E-05;0.000473109;-0.026993576;-0.02187088;-0.009093037;-0.007546293;-0.020906117;-0.03378719;-0.014489068;-0.013079863;0.000341972;0.001985367;-5.851025325;7.763754981;0.897022737;0.993889642;0.005852032;1.587173861;0;0;0;0;0;0
6.26;-2.76E-05;0.000555338;-0.027037897;-0.021925272;-0.009061707;-0.007460412;-0.004491147;0.05023298;0.005624929;0.002201537;0.00592399;0.015190887;9.134021658;9.040278248;3.125782022;2.062383889;1.110551539;1.053930101;0;0;0;0;0;0
6.27;9.80E-05;0.001254598;-0.026947774;-0.021848745;-0.008964411;-0.007297777;0.029624064;0.08961895;0.012399709;0.013103926;0.013535199;0.017336131;-2.310980494;-1.163083793;-1.770828534;0.118096958;0.411690235;-0.624881305;0;0;0;0;0;0
6.28;0.000121259;0.001902778;-0.026897474;-0.021734778;-0.008879721;-0.007196718;-0.024979385;0.040017054;-0.002339755;0.009689395;0.003402849;0.002875529;-8.609703173;-8.757297307;-1.177050166;-0.80102075;-2.43816022;-2.267239025;0;0;0;0;0;0
6.29;-5.98E-05;0.001937946;-0.02689149;-0.021670288;-0.008927883;-0.007257131;-0.011231998;-0.032983481;0.003536549;0.003208495;-0.013035307;-0.014958117;11.3591683;-5.842806113;2.35228296;-0.495124426;-0.849470848;-1.29949011;0;0;0;0;0;0
6.3;6.42E-05;0.001407657;-0.026856354;-0.021688102;-0.009039477;-0.007418677;0.036034788;-0.07307424;0.003490713;-0.006771164;-0.009283352;-0.017351081;-1.90582546;-2.175341679;-2.361482213;-1.50076713;1.599861824;0.820897308;0;0;0;0;0;0
6.31;0.000158491;0.000720405;-0.026921734;-0.021800438;-0.009088353;-0.007533695;-0.017179743;-0.064376171;-0.016566644;-0.01569598;-0.000491811;-0.005652537;-8.737068621;3.914952104;-1.649961855;-0.284230342;0.158446405;1.518811395;0;0;0;0;0;0
6.32;-6.31E-06;0.000428321;-0.027035604;-0.021912038;-0.009081079;-0.007517387;-0.01577998;0.005959403;-0.006207489;-0.00662411;0.001946567;0.008914114;9.017030572;10.15216012;3.72181356;2.098578464;0.329229164;1.394518936;0;0;0;0;0;0
6.33;3.77E-05;0.000852971;-0.027000372;-0.021898879;-0.009020981;-0.007383623;0.024578787;0.078970557;0.013253901;0.009255889;0.01007307;0.01783871;-0.945279567;4.450071233;0.170459185;1.077427891;1.296071355;0.390400233;0;0;0;0;0;0
6.34;0.000126783;0.00161254;-0.02691216;-0.021790923;-0.008916108;-0.007235182;-0.006759442;0.072943277;0.004388481;0.012335247;0.010901372;0.011849605;-5.322361745;-5.655528391;-1.943533019;-0.461569142;-1.130411007;-1.58822131;0;0;0;0;0;0
6.35;2.54E-05;0.001998723;-0.02689251;-0.021694647;-0.008887121;-0.007208009;-0.013510146;0.004293288;-0.000458405;0.006920039;-0.00510394;-0.006415124;3.972218575;-8.074468804;0.974150268;-0.621465357;-2.070651293;-2.064724451;0;0;0;0;0;0
6.36;-3.87E-07;0.001725877;-0.0268744;-0.021668814;-0.008980697;-0.007331335;0.008345795;-0.058862576;0.004080307;-0.00175336;-0.013611275;-0.018250076;0.398954589;-4.556699788;-0.066441336;-1.113172683;0.369184381;-0.302265992;0;0;0;0;0;0
6.37;9.03E-05;0.001056615;-0.026880309;-0.021736828;-0.009075326;-0.007487069;0.009790325;-0.074989763;-0.005262023;-0.011849516;-0.005314464;-0.012896664;-0.110051709;1.331263314;-1.80203169;-0.906049631;1.290177644;1.372948365;0;0;0;0;0;0
6.38;0.000113134;0.000515612;-0.026973777;-0.021859959;-0.009091211;-0.007541797;-0.00522236;-0.033210758;-0.01343162;-0.012776609;0.00213745;0.001951097;-2.892472766;7.024534141;0.168140489;0.720595689;0.20020525;1.59660393;0;0;0;0;0;0
6.39;1.41E-05;0.000564286;-0.027038633;-0.021922201;-0.009053966;-0.007460285;-0.014579154;0.042945531;0.000460551;0.000328043;0.005311641;0.014351338;1.021121161;8.206721558;2.610309885;1.900314594;0.434632963;0.883444127;0;0;0;0;0;0
6.4;2.92E-05;0.001212918;-0.026966183;-0.021855154;-0.008973821;-0.007306843;0.017602955;0.086780815;0.014029446;0.013081457;0.010717345;0.016337012;5.415297013;0.560336233;0.103461029;0.650378318;0.64650786;-0.486309322;0;0;0;0;0;0
6.41;0.000137347;0.001875327;-0.026883939;-0.021735714;-0.008891509;-0.007205351;0.004017441;0.045701072;0.002419198;0.010806493;0.005745018;0.003961473;-8.132397944;-8.776285239;-2.42550672;-1.105376168;-1.640973349;-1.988798447;0;0;0;0;0;0
6.42;9.87E-06;0.001936353;-0.026888834;-0.021674013;-0.008918119;-0.007254189;-0.029512267;-0.033495964;-0.003398141;0.001533739;-0.011067047;-0.013729242;1.426452521;-7.063120811;1.262030193;-0.749163579;-1.721439638;-1.549344579;0;0;0;0;0;0
6.43;-2.20E-05;0.001409477;-0.026883558;-0.021696426;-0.009035639;-0.007412307;0.023130672;-0.071879282;0.004453345;-0.006016332;-0.012437007;-0.017894188;9.102118903;-0.613538273;0.308230584;-0.760805136;1.447447633;0.716355431;0;0;0;0;0;0
6.44;0.000167985;0.00075739;-0.026907874;-0.021793457;-0.009095815;-0.007530232;0.014873306;-0.058538052;-0.009316512;-0.013389871;0.000401772;-0.005690989;-10.75358698;3.281782842;-3.062190785;-0.713916669;1.120308293;1.724284478;0;0;0;0;0;0
6.45;6.57E-05;0.000465396;-0.027019801;-0.021903944;-0.009073837;-0.007514531;-0.035324537;0.000139321;-0.01306887;-0.008707597;0.003993964;0.008831354;0.714034854;8.453687164;2.311756366;1.650325194;-0.401870019;1.18018401;0;0;0;0;0;0
6.46;-3.36E-05;0.000829138;-0.027026016;-0.021905863;-0.00901977;-0.007388132;0.015465302;0.072608911;0.011825739;0.008323913;0.006819451;0.016448429;9.443930328;6.040231489;2.667159422;1.755984123;0.966967383;0.343231095;0;0;0;0;0;0
6.47;0.000128426;0.001573995;-0.026913411;-0.021795573;-0.008932097;-0.0072464;0.016933315;0.076362636;0.010695403;0.013734087;0.01071505;0.011897848;-9.150329428;-5.289486076;-2.89323013;-0.673944932;-0.187847471;-1.253347368;0;0;0;0;0;0
6.48;7.47E-05;0.001985201;-0.026881521;-0.021697263;-0.008888588;-0.007211515;-0.027679865;0.005878436;-0.004317544;0.005927852;-0.002013136;-0.004920735;0.227696305;-8.80735464;-0.109353022;-0.887309862;-2.357789793;-2.110369202;0;0;0;0;0;0
6.49;-3.20E-05;0.001725019;-0.02689261;-0.021677287;-0.008971074;-0.007325662;0.006342786;-0.057914827;0.00209976;-0.001932667;-0.014484174;-0.017908689;6.57682057;-3.95129415;1.392783844;-0.684756583;-0.13641787;-0.48722154;0;0;0;0;0;0
6.5;8.28E-05;0.001077444;-0.026888337;-0.021738207;-0.009077307;-0.007481575;0.016618824;-0.071600179;-0.001245123;-0.010251217;-0.006762474;-0.013273895;-4.521620109;1.214225698;-2.061776244;-0.978933652;1.680757877;1.414180262;0;0;0;0;0;0
6.51;0.000119414;0.000553728;-0.026959826;-0.021852211;-0.009093575;-0.007538767;-0.009299167;-0.033142992;-0.013052581;-0.012549684;0.003509065;0.001835368;-0.661965718;6.477208126;-0.299687646;0.519205605;0.37354998;1.60767228;0;0;0;0;0;0
6.52;3.29E-05;0.000577536;-0.027036804;-0.021919307;-0.009047988;-0.007460543;-0.008002687;0.0379046;-0.002343014;-0.000869478;0.00560823;0.013809494;0.92127096;7.732307765;2.441621931;1.816809728;0.046282987;0.787153056;0;0;0;0;0;0
6.53;1.91E-05;0.001178478;-0.026983292;-0.021861852;-0.008977773;-0.00731414;0.005239844;0.082283837;0.013045249;0.012360454;0.008434689;0.015471208;1.727232533;1.143540475;0.636024272;0.829184491;0.519008928;-0.454810355;0;0;0;0;0;0
6.54;9.91E-05;0.00183787;-0.026885102;-0.021740902;-0.008904653;-0.007214303;0.010771996;0.049594566;0.006592822;0.011829484;0.006189358;0.004496016;-0.620804571;-7.681394064;-1.926515188;-0.935371575;-0.96807526;-1.740227948;0;0;0;0;0;0
6.55;7.15E-05;0.001936913;-0.026876654;-0.021674999;-0.00891393;-0.00725286;-0.016294129;-0.029785988;-0.004903114;0.001351098;-0.008044711;-0.012207289;-4.79242172;-8.194716338;-0.372674817;-1.160302081;-1.878738503;-1.600433155;0;0;0;0;0;0
6.56;-3.07E-05;0.001420469;-0.026901014;-0.021701919;-0.009024529;-0.007403902;-0.004148687;-0.073502775;3.10E-05;-0.006735113;-0.014075008;-0.018001138;7.22149862;-0.548637799;1.359473503;-0.45690808;0.672679204;0.441663329;0;0;0;0;0;0
6.57;9.63E-05;0.000779479;-0.026913109;-0.021791352;-0.009101348;-0.007525968;0.029540538;-0.05469527;-0.002450036;-0.011151488;-0.001288977;-0.006412116;-0.483656157;4.310139545;-1.855688191;-0.426359472;1.88452693;1.876141049;0;0;0;0;0;0
6.58;0.00014639;0.000503781;-0.026991644;-0.021891617;-0.009073408;-0.007512989;-0.019519419;-0.000444341;-0.013256872;-0.008901437;0.006877143;0.009007975;-9.32831793;6.540041293;-0.305640126;0.876321199;-0.251302931;1.207877175;0;0;0;0;0;0
6.59;-3.53E-05;0.00081873;-0.027036587;-0.021907325;-0.009011462;-0.007389892;-0.016813604;0.063434088;0.004268183;0.005759851;0.005511922;0.015611333;9.869485162;6.235643259;3.81066079;2.055924136;-0.021741246;0.112794434;0;0;0;0;0;0
6.6;5.07E-05;0.001525206;-0.026930734;-0.02180308;-0.008943234;-0.007255527;0.034013083;0.077861212;0.016902497;0.015089245;0.008133772;0.011261656;0.295843386;-3.350215839;-1.283817943;-0.190020207;0.546111264;-0.982729815;0;0;0;0;0;0
6.61;0.000146123;0.001970766;-0.026859612;-0.021695301;-0.008895948;-0.007216226;-0.014932787;0.011250689;-0.002678039;0.006466547;0.001323472;-0.003401347;-10.08501471;-9.971889621;-2.632283041;-1.534527348;-1.908171386;-1.949870675;0;0;0;0;0;0
6.62;-2.67E-05;0.00173181;-0.026896069;-0.021679954;-0.008957796;-0.00731872;-0.019626357;-0.059041725;-0.00461348;-0.003397173;-0.013693182;-0.017097507;9.146294908;-4.08659151;2.245181589;-0.438200031;-1.095159358;-0.789361422;0;0;0;0;0;0
6.63;2.55E-05;0.001091418;-0.026903943;-0.021740166;-0.009073665;-0.007474105;0.030058532;-0.069036832;0.003038718;-0.008645256;-0.009480631;-0.013979368;0.79067052;2.087573512;-0.714769769;-0.611381847;1.937669567;1.412989189;0;0;0;0;0;0
6.64;0.000154632;0.000588699;-0.02694019;-0.02184152;-0.00909831;-0.007535844;-0.004229858;-0.031506843;-0.010288153;-0.011625495;0.004551699;0.001631528;-7.648338288;5.418421546;-1.950581293;0.015305084;0.86879636;1.709190062;0;0;0;0;0;0
6.65;4.23E-05;0.000594044;-0.027025599;-0.021911982;-0.009042178;-0.007460152;-0.018230683;0.032575738;-0.006793693;-0.002466958;0.006674769;0.013506849;4.848186449;7.398090814;2.649502714;1.816365551;-0.444182288;0.665874039;0;0;0;0;0;0
6.66;5.18E-06;0.001148312;-0.026995826;-0.021865501;-0.008976779;-0.007319298;0.01080086;0.078277861;0.012748364;0.011763119;0.006404956;0.014663993;0.958118811;1.742334817;1.258901329;1.029659136;0.39021965;-0.434445085;0;0;0;0;0;0
6.67;8.82E-05;0.001798326;-0.026886562;-0.021744702;-0.008915636;-0.007222239;0.005795653;0.05172499;0.009104445;0.012396682;0.005823636;0.004747721;-1.959164524;-7.052907717;-1.987695214;-0.902934158;-0.506483679;-1.548809333;0;0;0;0;0;0
6.68;8.01E-05;0.001931717;-0.026863732;-0.021674346;-0.008914028;-0.007252674;-0.007400938;-0.025046732;-0.004538516;0.001674542;-0.005502056;-0.010834699;-0.680154866;-8.301436468;-0.74089967;-1.241490441;-1.758654601;-1.567674671;0;0;0;0;0;0
6.69;3.36E-06;0.001439558;-0.026903419;-0.021702294;-0.009011611;-0.007395003;-0.007955002;-0.0733851;-0.003398794;-0.007264231;-0.014014556;-0.01763108;0.569334557;-1.366234998;0.968827552;-0.546243209;0.056154631;0.20839834;0;0;0;0;0;0
6.7;4.23E-05;0.000798503;-0.026924075;-0.0217903;-0.009100902;-0.007519988;0.015752531;-0.054825979;-0.000732458;-0.01033688;-0.003843553;-0.00736588;4.172167262;5.078060576;-0.435571265;-0.068273029;1.978045802;1.844641656;0;0;0;0;0;0
6.71;0.000148232;0.000531361;-0.026971612;-0.021880991;-0.009079002;-0.007512932;0.005424965;0.001397658;-0.008774827;-0.007801294;0.008223582;0.008776937;-6.237667967;6.16666334;-1.172874483;0.575355147;0.435381198;1.383921743;0;0;0;0;0;0
6.72;3.61E-05;0.00082252;-0.027026325;-0.021902556;-0.009004416;-0.007391744;-0.027850967;0.056834161;-0.002167804;0.003488348;0.006693481;0.015460671;-0.417507367;4.92063418;2.494303869;1.682542244;-0.741401205;-0.047174825;0;0;0;0;0;0
6.73;-2.37E-05;0.001477779;-0.026955852;-0.021812442;-0.008946367;-0.007262344;0.015881605;0.074217678;0.01626226;0.014534323;0.004916449;0.010419448;9.164012293;-1.443928226;1.191687923;0.526678878;0.385994614;-0.961069878;0;0;0;0;0;0
6.74;0.000140392;0.001943639;-0.026851338;-0.021697185;-0.008909084;-0.007222805;0.016945852;0.018954325;0.004640608;0.008517091;0.002539992;-0.002511637;-8.951167297;-9.608741124;-3.516028079;-1.730113075;-0.861285991;-1.625146985;0;0;0;0;0;0
6.75;5.61E-05;0.001748818;-0.026880463;-0.021677792;-0.008949105;-0.007313604;-0.033802611;-0.05791862;-0.010465588;-0.0046385;-0.010544203;-0.015648181;-1.198523501;-5.765848335;0.494792623;-0.901009837;-1.755552965;-1.002161916;0;0;0;0;0;0
6.76;-4.40E-05;0.001105865;-0.026926796;-0.021744826;-0.009063358;-0.007465274;0.013790773;-0.070671936;0.001198898;-0.008768308;-0.012306377;-0.014685892;10.71718869;3.215188346;1.838078865;0.075080616;1.403118098;1.194619812;0;0;0;0;0;0
6.77;0.000141591;0.000613049;-0.026934966;-0.021835904;-0.009106211;-0.007534084;0.023317614;-0.027891231;-0.002832913;-0.009447193;0.003735936;0.000923848;-8.811817901;5.340951948;-2.644435496;-0.210864758;1.805344521;1.927328053;0;0;0;0;0;0
6.78;0.000106549;0.000617181;-0.027003785;-0.021902704;-0.009041871;-0.007461494;-0.030325991;0.028717637;-0.010930759;-0.003912805;0.009131921;0.013594303;-1.916885357;5.980816603;1.024906156;1.317692391;-0.726147504;0.606762972;0;0;0;0;0;0
6.79;-3.29E-05;0.001122689;-0.027012093;-0.021870926;-0.008972406;-0.007323657;0.00244426;0.07238386;0.009269045;0.010268257;0.004761234;0.01397297;8.470934573;2.752428354;3.015052433;1.518523035;-0.147989785;-0.531029456;0;0;0;0;0;0
6.8;7.52E-05;0.001756167;-0.026897421;-0.021752235;-0.008926191;-0.007230366;0.019169537;0.054311735;0.013665493;0.013470083;0.004481722;0.004685189;-5.1258882;-6.366850903;-2.135783054;-0.87813259;0.09208734;-1.326526889;0;0;0;0;0;0
6.81;0.000102527;0.001924301;-0.026852564;-0.021675404;-0.008919117;-0.007254547;-0.013705999;-0.020684812;-0.004694108;0.001896031;-0.003067058;-0.009521237;-1.449218851;-8.632458433;-1.536136867;-1.436678084;-1.601843303;-1.51475816;0;0;0;0;0;0
6.82;8.21E-06;0.001459941;-0.026905711;-0.021703843;-0.009000626;-0.007387309;-0.005157938;-0.07218727;-0.005935319;-0.007583892;-0.01323469;-0.017031214;3.158826154;-1.668031884;1.287883561;-0.459292723;-0.43168312;0.012762677;0;0;0;0;0;0
6.83;3.41E-05;0.000820871;-0.026936471;-0.021791188;-0.009096956;-0.00751346;0.010331416;-0.05562669;-0.000216743;-0.009885069;-0.006031295;-0.008199086;-0.060960927;4.980149545;-0.144180789;-0.000927016;1.87236212;1.753662987;0;0;0;0;0;0
6.84;0.000119186;0.000550683;-0.026965382;-0.021875494;-0.009086712;-0.007513698;0.006690805;0.001589016;-0.00556534;-0.006976075;0.008080081;0.008151669;-0.667152293;6.462989078;-0.925518506;0.582700548;0.949913043;1.51648803;0;0;0;0;0;0
6.85;8.16E-05;0.000828755;-0.027012587;-0.021897697;-0.009003337;-0.00739529;-0.014200877;0.054025314;-0.003875673;0.002535556;0.008594913;0.015529915;-3.511171587;4.024267036;1.263480122;1.319590335;-0.846946708;-0.040838876;0;0;0;0;0;0
6.86;-2.05E-05;0.00144266;-0.026973433;-0.021820532;-0.008944175;-0.00726772;-0.006227314;0.068755682;0.011706424;0.012897442;0.003237534;0.009983947;5.105879625;-1.078192237;1.852928868;0.752799927;-0.224529053;-1.068354782;0;0;0;0;0;0
6.87;7.11E-05;0.001904912;-0.026863914;-0.021705556;-0.008921055;-0.007229328;0.02453953;0.023694834;0.010197408;0.010097699;0.001386498;-0.002305454;1.047478691;-7.933974308;-2.154755611;-1.312719112;-0.145678024;-1.389525364;0;0;0;0;0;0
6.88;0.000124222;0.001763693;-0.026860252;-0.021675053;-0.008949053;-0.007311293;-0.013906342;-0.051938751;-0.009465123;-0.003997054;-0.006986063;-0.014087638;-8.736651203;-7.192743217;-1.777746373;-1.506236903;-1.528834282;-0.966911408;0;0;0;0;0;0
6.89;-3.06E-05;0.001132407;-0.026936558;-0.021746504;-0.00904851;-0.007455461;-0.01706362;-0.074318358;-0.005795919;-0.010293192;-0.012905356;-0.014745892;8.105191508;2.716822927;2.511578045;0.24702087;0.344975616;0.835260504;0;0;0;0;0;0
6.9;5.52E-05;0.000625939;-0.026950714;-0.021836562;-0.009109937;-0.00753112;0.034226041;-0.026975303;0.002964548;-0.007718462;0.000619953;-0.000385857;2.152736072;6.751789371;-0.759494891;0.267937992;2.36008619;2.036746652;0;0;0;0;0;0
6.91;0.00017198;0.000638148;-0.026978256;-0.02189262;-0.009049097;-0.007464663;-0.010866769;0.029417264;-0.008472811;-0.003493172;0.011547929;0.013677129;-11.17128216;4.526719575;-1.527941131;0.577075042;-0.174490813;0.775850399;0;0;0;0;0;0
6.92;-1.23E-05;0.001109712;-0.027014224;-0.021872116;-0.008965463;-0.007326982;-0.025994028;0.064895527;0.001279124;0.007594091;0.005178972;0.013859066;8.145837279;2.568930959;3.478343503;1.640358507;-1.099300583;-0.739462962;0;0;0;0;0;0
6.93;4.73E-06;0.001708897;-0.02692157;-0.021762987;-0.008931199;-0.00723668;0.029403942;0.054941445;0.017251695;0.01423172;0.001673739;0.004201486;2.933742948;-4.559743539;-0.283860031;-0.312794412;0.398253865;-1.192052979;0;0;0;0;0;0
6.94;0.000142299;0.001912827;-0.026839951;-0.021675785;-0.008928468;-0.007257591;-0.001889422;-0.014155516;-0.000927857;0.003208599;-0.001127474;-0.008383843;-9.19241802;-9.259647918;-3.352055568;-1.891823016;-0.958496394;-1.325012884;0;0;0;0;0;0
6.95;2.66E-05;0.00148364;-0.026898641;-0.021702257;-0.008990587;-0.007379958;-0.021247132;-0.071681815;-0.010810149;-0.008502998;-0.011296303;-0.016089574;5.320876674;-2.245612119;1.375598331;-0.450498091;-1.075269518;-0.216133231;0;0;0;0;0;0
6.96;3.51E-06;0.000843006;-0.02695032;-0.021791951;-0.009088374;-0.007505429;0.016625678;-0.056445076;0.000474378;-0.009435804;-0.00826111;-0.009004544;2.253678219;5.292962087;0.881291116;0.26395678;1.682308153;1.633139215;0;0;0;0;0;0
6.97;0.00011903;0.000567376;-0.02696031;-0.021869836;-0.009093335;-0.007513734;0.006478569;0.001319164;-0.002472502;-0.006141182;0.007268926;0.007343506;-4.283094029;6.259884101;-1.47065349;0.394950635;1.423699107;1.636470793;0;0;0;0;0;0
6.98;9.04E-05;0.000832629;-0.026997563;-0.021891449;-0.009005518;-0.007399239;-0.012198634;0.051731466;-0.004977988;0.001818628;0.010294385;0.015555565;0.547666806;3.822572492;0.9695864;1.196973749;-0.81860728;0.005940906;0;0;0;0;0;0
6.99;2.15E-06;0.00141612;-0.026979654;-0.021824337;-0.008939726;-0.00727196;-0.005457727;0.064966711;0.008559845;0.011603706;0.002863988;0.009900295;0.800512993;-1.175522939;1.737976395;0.760046505;-0.667472094;-1.136994844;0;0;0;0;0;0
7;3.37E-05;0.001865939;-0.026878977;-0.021713704;-0.008927251;-0.007234005;0.011770385;0.024996986;0.011575541;0.010522824;-0.00036901;-0.002309477;2.645097798;-6.818418898;-1.134863314;-0.976190065;0.020872432;-1.304959637;0;0;0;0;0;0
7.01;0.000117918;0.001766894;-0.026847619;-0.021673498;-0.008953845;-0.007310339;0.005071117;-0.044805929;-0.005303979;-0.002481506;-0.004949764;-0.012957305;-3.984953507;-7.142163368;-2.241045096;-1.624670426;-0.937023222;-0.824605818;0;0;0;0;0;0
7.02;3.58E-05;0.001168315;-0.026926719;-0.021742032;-0.009035097;-0.007446;-0.021491857;-0.074909796;-0.010516122;-0.011225278;-0.01130051;-0.014174844;-1.327639818;1.121389514;1.198619797;-0.124088216;-0.333125919;0.581098024;0;0;0;0;0;0
7.03;-5.98E-06;0.000640311;-0.026969107;-0.021837339;-0.009105078;-0.00752552;0.013132446;-0.030691048;0.002038624;-0.007836182;-0.002695738;-0.001729051;8.252495988;7.72236126;1.31231921;0.801920371;2.054080129;1.908060542;0;0;0;0;0;0
7.04;0.000151245;0.000645886;-0.026966272;-0.02188559;-0.009060132;-0.00746849;0.018312952;0.031805939;-0.001471645;-0.001814049;0.011684932;0.013134925;-7.216386251;4.777033834;-2.014353849;0.402482268;0.822054027;1.064734592;0;0;0;0;0;0
7.05;7.55E-05;0.001108394;-0.026994999;-0.021866613;-0.008962526;-0.007331061;-0.033455371;0.060695714;-0.004273693;0.005609554;0.00783618;0.014350824;-3.137265242;1.000917476;1.453973904;1.082201141;-1.591804468;-0.821554846;0;0;0;0;0;0
7.06;-5.56E-05;0.001666542;-0.026946666;-0.021773215;-0.008927898;-0.007240502;0.007219273;0.050933818;0.013940198;0.01306999;-0.000910478;0.003760979;11.27218283;-2.953293529;2.188779236;0.409917329;-0.157527062;-1.296414178;0;0;0;0;0;0
7.07;0.000114538;0.001888823;-0.026841685;-0.02167977;-0.008939635;-0.007261218;0.02681791;-0.006477509;0.007055934;0.005619049;-0.001436857;-0.007904143;-7.352465767;-8.528968912;-3.565655529;-1.900076084;0.052251254;-1.036610104;0;0;0;0;0;0
7.08;0.000103004;0.001512013;-0.026876346;-0.021696356;-0.008986196;-0.007374472;-0.029124768;-0.068884565;-0.013988129;-0.008936242;-0.007875484;-0.014746629;-3.836064519;-3.95244398;-0.64314489;-1.010997216;-1.339976778;-0.331887159;0;0;0;0;0;0
7.09;-3.61E-05;0.000868378;-0.026963407;-0.021792398;-0.009074929;-0.007496189;0.001307432;-0.059842368;-0.003423964;-0.010272284;-0.009871038;-0.009596755;9.922500375;5.760884648;2.755968516;0.743800279;0.940866088;1.361862071;0;0;0;0;0;0
7.1;9.39E-05;0.000578202;-0.026965025;-0.021867105;-0.00909867;-0.007513302;0.024691746;0.001807242;0.003100428;-0.00466896;0.005122806;0.006174134;-5.245637608;6.569037342;-1.451090432;0.376864945;2.057902646;1.792315739;0;0;0;0;0;0
