time, y-55, vel-55, acel-55, force-55

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,1245452010608334E-09, 4,943730875893352E-07, 3,4683265724460967E-09, 2,0697989909348817E-06, 1,208832126507004E-08, 7,400575702105679E-06, 4,2624823580545324E-08, 2,6148977233101763E-05, 1,5044209436596947E-07, 9,230668109136056E-05, 5,310178207595203E-07, 0,000325820655065971, 1,8743533473356299E-06, 0,0011500625038946555, 6,615977939940179E-06, 0,004059420714475587, 2,3352675674077353E-05, 0,014328695905500951, 8,242885145664746E-05, 0,05057655762881353, 0,0002909523365987064, 0,17852205097167143, 0,0010269858240588617, 0,6301362556927901, 0,003624991772581448, 2,2242165086720296, 0,012795261106092703, 7,850900745206621, 0,045162982217974025, 27,711416741714018, 0,15934873169964658, 97,79946252796745, 0,5580411491314508, 344,2107528307858, 1,6685344907450639, 1147,086126147302, 6,219713034608466, 3850,5169901500867, 22,045047729678302, 13535,870382688467, 77,8693997252013, 47769,236146647614, 276,9450790398414, 169077,09945890718, 1119,28668636805, 628743,4411830555, 13613,582442545881, 4397176,839122217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,003333333333333333, -6,527496448928294E-07, -6,81445635847155E-05, -2,8403291709664615E-06, -0,00015346429053202684, -6,904194305549306E-06, -0,0002556996928602046, -1,3176431516042007E-05, -0,0003741268861932846, -2,196751777470431E-05, -0,0005072541558889774, -3,354752885054358E-05, -0,0006524707895450813, -4,8119882852900416E-05, -0,0008056527824273862, -6,578682950034939E-05, -0,0009607333688210858, -8,650609774959367E-05, -0,0011092508464739092, -0,00011003841941958025, -0,0012398919454566252, -0,0001358860804079709, -0,0013380561115241745, -0,00016322324091741448, -0,0013854745371327864, -0,00019081953815719137, -0,0013599275143160324, -0,00021695946333772883, -0,001235114535139523, -0,00023936120890784933, -0,0009807432299018192, -0,000255100123857716, -0,0005629152509625629, -0,00026054359538438965, 5,51010751703027E-05, -0,00025130607976659635, 0,0009116109812492277, -0,00022223915742899415, 0,0020449383987494406, -0,00016806561165515557, 0,00339445119834348, -8,616138346120394E-05, 0,004788502400336528, 2,254680944789769E-05, 0,006042810363015216, 0,00015327785157804157, 0,0069553953055327125, 0,0002969954436994044, 0,007302045796505585, -7974643071,868287, -7974643071,868049, -7974643071,867813, -7974643071,8675995, -7974643071,86743, -7974643071,867331, -7974643071,867317, -0,00039164978693569764, -0,0408867381508293, -0,001704197502579877, -0,09207857431921611, -0,004142516583329583, -0,15341981571612276, -0,007905858909625205, -0,22447613171597078, -0,013180510664822585, -0,3043524935333864, -0,02012851731032615, -0,39148247372704875, -0,02887192971174025, -0,48339166945643175, -0,03947209770020963, -0,5764400212926515, -0,051903658649756206, -0,6655505078843456, -0,06602305165174815, -0,7439351672739751, -0,08153164824478254, -0,8028336669145046, -0,0979339445504487, -0,8312847222796719, -0,11449172289431482, -0,8159565085896194, -0,1301756780026373, -0,7410687210837138, -0,1436167253447096, -0,5884459379410916, -0,1530600743146296, -0,33774915057753774, -0,15632615723063378, 0,033060645102181624, -0,15078364785995782, 0,5469665887495366, -0,1333434944573965, 1,2269630392496644, -0,10083936699309334, 2,036670719006088, -0,051696830076722364, 2,873101440201917, 0,013528085668738614, 3,62568621780913, 0,09196671094682494, 4,173237183319627, 0,17819726621964263, 4,381227477903351, -4784785843120,973, -4784785843120,829, -4784785843120,6875, -4784785843120,56, -4784785843120,458, -4784785843120,398, -4784785843120,391, -0,23498987328596382, -24,532043384870672, -1,022518505016253, -55,24714666132867, -2,4855099620860717, -92,05189683024939, -4,743515388399947, -134,6857051785597, -7,908306549335647, -182,61158842671298, -12,077110917213513, -234,88981005688436, -17,3231597013975, -290,03615173636297, -23,683265236103722, -345,8680721963054, -31,142218542529402, -399,3446334265129, -39,61391341990035, -446,41167692201395, -48,91927989920613, -481,8787221996746, -58,76139371609328, -499,400969623496, -68,69865872836148, -491,7981216624438, -78,11820206268848, -452,49213339543496, -86,21519818904375, -380,778979506369, -91,9953933204774, -300,44895287449015, -94,35373548751173, -324,3743657694768, -92,13872320671977, -818,9061728975798, -86,22580970904639, -3114,339166600288, -82,54866792553432, -12313,867951284814, -108,88749777123473, -46045,37528252647, -268,82822763859826, -166901,68772822167, -1064,106659799955, -626239,4988730638, -13506,664082814095, -4394548,102635475, -2870871505872584, -2870871505872498, -2870871505872413, -2870871505872336,5, -2870871505872275, -2870871505872239,5, -2870871505872234,5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,006666666666666666, -7,5737451867077E-06, -0,0007419755588061613, -2,9061263838468842E-05, -0,001391241599982484, -6,259462845130005E-05, -0,0019461142774914572, -0,00010625105643251168, -0,0024026794644126746, -0,00015800316466321856, -0,0027543592695249484, -0,00021566539344447178, -0,0029919628725225502, -0,00027684630276356116, -0,0031042227780895414, -0,00033891641607861745, -0,0030788117310365814, -0,00039900108248448843, -0,00290382341609599, -0,00045400730341145767, -0,002569679855474771, -0,000500692446381436, -0,0020713984883934788, -0,0005357810378283547, -0,0014111109776376025, -0,0005561331605234817, -0,0006006730553738902, -0,0005589641409099245, 0,0003358598579209745, -0,0005421099683189058, 0,001360192000346252, -0,0005043260439748458, 0,0024185664129879303, -0,00044559827695483565, 0,003441837468063238, -0,0003674351901443547, 0,004347397751574542, -0,0002731255057038058, 0,005038881466277648, -0,00016765669314087314, 0,0054642461615104065, -5,623776312457472E-05, 0,005638301809794024, 5,649014992731471E-05, 0,005606243587518425, 0,00016725698030991393, 0,005463225499009099, 0,0002753497601256198, 0,0053725493402289985, 4557422684,96947, 4557422684,969613, 4557422684,969646, 4557422684,969589, 4557422684,969473, 4557422684,969351, 4557422684,969271, -0,0037609475381532244, -0,3634118589820382, -0,01402836329792155, -0,650587811351058, -0,029271743904120864, -0,8608289350626289, -0,047938916040256595, -0,9926554152156631, -0,06844087746828598, -1,0439105746481963, -0,08914220144603076, -1,0122127760594326, -0,1083639222346562, -0,8957503279408612, -0,12440565424675121, -0,6944069960366459, -0,13559333219118067, -0,41119303388890294, -0,1403582787433783, -0,053937578736912295, -0,1373521713392965, 0,362828240792922, -0,12560073359611545, 0,8159028579767823, -0,10469645052545933, 1,2715091839549049, -0,07502712854068005, 1,6836533569200123, -0,03803253030192427, 1,9930070760899343, 0,00352452224435168, 2,126638148947834, 0,0452933482883662, 1,9989811906335793, 0,08110618163330283, 1,5145054734456522, 0,10281168549250952, 0,5694028012672598, 0,10108471810166281, -0,794793741105932, 0,0696510022786999, -2,363221794527419, 0,006837918618911596, -3,8876262831072044, -0,08357923370770153, -5,068539067233796, -0,19118467636391337, -5,538925351669303, 12304025297223,627, 12304025297223,426, 12304025297223,164, 12304025297222,875, 12304025297222,602, 12304025297222,406, 12304025297222,344, -1,7865887774445526, -168,98302911385468, -6,371980972188753, -279,85839555777665, -12,592026430388701, -332,3935747776543, -19,27631888997889, -326,2218649212558, -25,247913532742388, -261,12326024217305, -29,331099564209257, -137,5483713425461, -30,372035812352074, 42,620956645705064, -27,276868691821235, 275,0878873499086, -19,071585582325287, 551,9591178237785, -4,987222835077752, 860,4102300442515, 15,426966042497725, 1181,2758668241304, 42,16132028869319, 1487,7135177773685, 74,57582214967475, 1744,2775371891585, 111,20733173986278, 1907,3253801976712, 149,56571521471494, 1929,6507879249848, 185,94615125586617, 1779,081332589713, 215,32543879891168, 1503,926693088316, 231,27262090267618, 1399,4295037152492, 227,91891767898997, 2719,803023810846, 203,70311898238802, 10614,989275217602, 181,69619718448808, 42903,58134168887, 264,814127408702, 162393,70022767186, 958,779093007239, 620694,4331227317, 13285,034917263962, 4388596,010937732, 13124158190079344, 13124158190079052, 13124158190078724, 13124158190078396, 13124158190078112, 13124158190077924, 13124158190077874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,009999999999999998, -1,4059171215236201E-05, -0,001349617560289691, -5,173671541043294E-05, -0,002362142512514506, -0,00010632242644964521, -0,0030414953926799822, -0,0001712382661694228, -0,003397374690441912, -0,00024017622317084182, -0,003447393177132065, -0,00030727304855974607, -0,003218616506322912, -0,00036730902889396677, -0,0027484097529203695, -0,0004159157444466864, -0,0020844664756742596, -0,0004497750447078139, -0,0012838770510393799, -0,00046678860708271894, -0,00041109737662027145, -0,0004661949615933559, 0,0004652855799539843, -0,0004486094692603393, 0,0012770201672858278, -0,0004159632966409289, 0,0019617958418990155, -0,00037132092087433915, 0,002469722810487138, -0,00031856318823365285, 0,0027701933523852436, -0,0002619354865240481, 0,002858355380855134, -0,00020547910773079743, 0,00276011045929176, -0,00015238902668391526, 0,002534207401747213, -0,00010434805324671529, 0,002274459874089105, -6,103955629018745E-05, 0,0020705459424801087, -2,078547581081244E-05, 0,001976823546130328, 1,895678719903454E-05, 0,002019419604187879, 6,0659353813649226E-05, 0,002158780111837136, 0,00010503686862824998, 0,00225305377609177, -3339473376,5345726, -3339473376,534629, -3339473376,5346937, -3339473376,534746, -3339473376,534774, -3339473376,5347786, -3339473376,5347795, -0,00013030807896387622, -0,0011733419080796614, 0,0004230923547430907, 0,06804726383184467, 0,0030350651051137684, 0,20360026594951386, 0,008946590198109908, 0,3958382795981209, 0,019137042363712026, 0,6280902300839264, 0,034177608376866175, 0,8762205957792153, 0,05408628655641283, 1,1092381430423646, 0,07820605722590981, 1,2910141492540388, 0,10512895485718537, 1,383160852922869, 0,13268949654062157, 1,349087066049612, 0,1580506622121446, 1,1591822002155558, 0,1779036747369247, 0,7969758289772758, 0,18879836885499096, 0,2659721544088385, 0,18761306056203125, -0,4033355853803142, 0,17216059835307604, -1,1470062648665391, 0,14190981222612697, -1,8627647682275117, 0,09877815324605674, -2,4080173958964664, 0,04792151644296083, -2,60241968334205, -0,001545214018255206, -2,2280557565803853, -0,03711443599125139, -1,2414263903122467, -0,04837962989044253, 0,16633483632920187, -0,0293579362558797, 1,7355318931088775, 0,019620657809942696, 3,085871834930617, 0,08899694146549145, 3,667228013186967, -17042162934126,053, -17042162934125,973, -17042162934125,77, -17042162934125,477, -17042162934125,148, -17042162934124,883, -17042162934124,773, 3,964972452958162, 386,3261393582297, 15,042854363787539, 711,0394406675182, 31,97611183592948, 971,0510953849398, 53,40762263299879, 1159,3180818095261, 77,79466543194118, 1264,3237430814468, 103,32298545794741, 1270,608394445735, 127,84216108699351, 1160,3721259442302, 148,84389557541783, 916,1647998245021, 163,5049578113449, 524,6532142632849, 168,81588800547766, -18,595443172336786, 161,81473408836692, -703,4634911705498, 139,94132471113093, -1499,0697351770723, 101,52106947859546, -2347,599754916798, 46,37678172176402, -3159,5187455778673, -23,449838021714754, -3813,658792498869, -102,914977266801, -4172,723082894921, -183,23455582429736, -4148,125845006343, -251,18342001688137, -3869,5845977878703, -290,53305738544884, -4398,278158519433, -286,6226114381366, -10882,96886474139, -252,51457648597358, -41385,84736317489, -286,5316403335768, -159019,80532194223, -896,8591580966524, -615801,7865814331, -13116,92594656632, -4383072,318918819, -30731871128889152, -30731871128888692, -30731871128888084, -30731871128887412, -30731871128886768, -30731871128886300, -30731871128886144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,013333333333333332, 4,8433043078260565E-06, 0,00047256260760948935, 1,8428769411661276E-05, 0,0008739924624968894, 3,931193282828349E-05, 0,001201661208553786, 6,596745173846467E-05, 0,0014500806390047912, 9,673448003911307E-05, 0,001611368814519413, 0,00012978321430416563, 0,0016768629600252775, 0,00016312285174075044, 0,001639588585847583, 0,00019466410120500222, 0,0014971651811486815, 0,00022233976893319235, 0,0012546095049547983, 0,0002442752064018373, 0,0009264090590610189, 0,00025898740723495454, 0,0005372042345840361, 0,00026557861119390146, 0,00012046319579354383, 0,0002638792684917447, -0,0002853153516399736, 0,0002544884932511353, -0,000643055714303549, 0,00023866048202363967, -0,0009259703391478178, 0,00021799586584923456, -0,0011280058884196734, 0,00019392069717354116, -0,0012743044955570277, 0,00016697546374887302, -0,0014292614144786123, 0,0001359686919388794, -0,0017041968952748537, 9,76113114811727E-05, -0,00215915935454241, 4,8596437149513E-05, -0,0027640642508444395, -1,357217309581484E-05, -0,003459256741567887, -8,943859145666429E-05, -0,00409933391225041, -0,00017529443254558214, -0,004395302004112004, 8452430694,874899, 8452430694,874837, 8452430694,874772, 8452430694,874695, 8452430694,8746, 8452430694,874521, 8452430694,874492, 0,011471793392801232, 1,094481442647588, 0,04167619853851343, 1,8736337211749925, 0,08434555046164345, 2,3422936947907473, 0,13337684054662258, 2,5126349180699012, 0,1830093795622609, 2,4071669649069607, 0,22805614934148083, 2,0610670840296983, 0,26417284182441747, 1,523560860218407, 0,2881418501651034, 0,8579648448397259, 0,2981399333274184, 0,13993108067363802, 0,29394879155011217, -0,5465832046408376, 0,2770587590848417, -1,1160310074375246, 0,25060917353561973, -1,490910011872646, 0,21910717022461318, -1,614238870532232, 0,1878725879132534, -1,464331529494098, 0,16217360380129944, -1,0706919500532979, 0,1460489991978426, -0,5290519933373727, 0,14086172969654642, -0,012631577012806261, 0,14369717781671212, 0,22433839360655483, 0,14573526112961205, -0,15913830503798998, 0,13230495665406747, -1,2963967879012648, 0,09000877766663778, -3,010867514514062, 0,009840560078970072, -5,022737700562337, -0,1096794249721308, -6,840740249383145, -0,2571957221697907, -7,656241481309231, 24117305376971,734, 24117305376971,652, 24117305376971,45, 24117305376971,14, 24117305376970,773, 24117305376970,46, 24117305376970,336, 2,996288430100903, 271,06673137517083, 9,709009346474675, 372,3124337383708, 16,81017937798834, 312,16496191980036, 21,25052757610883, 110,75990127354225, 20,52873688718816, -196,87770218762603, 13,00413912082142, -559,7005014954448, -1,7902279261906813, -911,7784956386047, -22,882419811901684, -1175,9943824730894, -47,69837072920507, -1270,5910776128235, -72,06031099978324, -1118,806719241933, -90,40987596474861, -661,6644334212986, -96,31802543191387, 126,33823066711898, -83,33578865682209, 1219,4731399521552, -46,221065311030685, 2522,9211791095972, 17,457641290648837, 3859,4473813868135, 105,39848944983044, 4972,950747829005, 208,48470169459117, 5585,357336336539, 308,64881684113215, 5565,639443957032, 378,90134247416916, 5639,628629444871, 388,2742470253279, 10849,98662618798, 335,5476210202218, 39479,52595266893, 310,05073813448666, 154964,8435657395, 819,2791084274083, 609845,8193308448, 12909,21034838515, 4376278,23722212, 55427552115547824, 55427552115547280, 55427552115546416, 55427552115545390, 55427552115544320, 55427552115543504, 55427552115543216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,016666666666666666, 2,1286265982197675E-05, 0,0020505531967079916, 7,891011583602514E-05, 0,003634578985947611, 0,0001636234349407841, 0,004762148786035384, 0,00026650274694615137, 0,005456222497769357, 0,00037923032467595635, 0,005754454032014995, 0,0004943805409624506, 0,00570795783094044, 0,0006056541855459314, 0,005377419507737847, 0,0007080132057559526, 0,0048271460020795215, 0,0007976825594592297, 0,00411788458476559, 0,0008720047767948636, 0,0032994684338416526, 0,0009291559398038653, 0,002404531265581788, 0,0009677577574401604, 0,001444625166248226, 0,000986446795288457, 0,00041001487835948334, 0,0009834850142431638, -0,000725857075409137, 0,0009565105696560869, -0,0019968009903832944, 0,0009025281322092621, -0,003429667481855366, 0,0008182168416318411, -0,005027205091797672, 0,0007005843872518357, -0,0067512867445820865, 0,0005479577737753285, -0,00850423661116481, 0,0003611818739063156, -0,01014079936973757, 0,00014419391195418844, -0,011497644683018437, -9,586615784117799E-05, -0,012428843545580569, -0,00034972026086385594, -0,01287989228771685, -0,0006085908916056062, -0,012968451621025633, -1919256938,4967594, -1919256938,4971304, -1919256938,4973555, -1919256938,4974499, -1919256938,4974222, -1919256938,4973164, -1919256938,4972048, -0,0016060163881782604, -0,14768708918848672, -0,005387390683895113, -0,21728180710455947, -0,009758649194143085, -0,20600114830178828, -0,01305566342201056, -0,10894980281116151, -0,013511872780154949, 0,07868416559038849, -0,009297753346509868, 0,3575898385193992, 0,0013459584586911766, 0,7191376929157514, 0,019867612565466763, 1,1400236477187784, 0,04706574098820404, 1,5780339672128367, 0,08268895068570359, 1,9704188295092178, 0,1250423604565048, 2,2364272260361755, 0,17069831421213566, 2,285407194145455, 0,21443334585341417, 2,0314370085319062, 0,24952532468196376, 1,414650712830745, 0,26853644877816885, 0,42819355931201164, 0,26467036061817395, -0,8519449627240427, 0,2337159569784335, -2,23910878073158, 0,17646817628506548, -3,4175535916686393, 0,10145818797225739, -3,9208855244959837, 0,0258373808010183, -3,492587221215831, -0,032650292783832524, -2,2292807447903367, -0,05921695092618796, -0,359014381845272, -0,04648957667218419, 1,5724052241032807, -0,002782153266223719, 2,512351711161055, -30340317956994,727, -30340317956994,832, -30340317956994,723, -30340317956994,43, -30340317956993,984, -30340317956993,562, -30340317956993,35, -10,842974298688599, -1016,3678504768156, -37,9471628799198, -1626,8617507061017, -73,27269917146026, -1841,1418677753215, -109,1100299572887, -1683,7107338021797, -138,44148829263767, -1200,2119774023172, -155,4164807336158, -462,3858458107345, -155,9059020932451, 429,1245952570114, -138,08212274788025, 1345,2296642005213, -102,94614467432353, 2133,452809536343, -54,69559351886184, 2629,0079397319664, -0,7999632122534877, 2673,139373505519, 48,37150983782348, 2139,4520929437413, 80,53149403410275, 967,9323874863276, 83,21270737225694, -795,5318337146914, 46,360065695472855, -2960,116075767628, -34,225672597631586, -5166,686529461007, -152,77216532545887, -6921,243658567804, -288,98621776012016, -7750,7746351221485, -405,4675863685819, -7896,676961119667, -452,1547925371574, -12167,70088617672, -409,143063290504, -39010,5738908347, -351,4852447375815, -152166,60957450923, -781,3651994474403, -604797,9320467529, -12756,56220704301, -4370177,081306638, -88102126115927700, -88102126115927170, -88102126115926130, -88102126115924740, -88102126115923170, -88102126115921920, -88102126115921420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,02, 1,339704848368165E-05, 0,00132439306327621, 5,235325934474442E-05, 0,002555165201763021, 0,00011492068597078273, 0,003683084463820892, 0,00019885342572681483, 0,00468705928061697, 0,00030134878998658705, 0,005532475730087015, 0,00041878512066054934, 0,006172513827054242, 0,0005465147765563415, 0,0065523146237938465, 0,0006787665926018618, 0,006615688670764216, 0,0008087033194399771, 0,006313780203899107, 0,0009286643661775134, 0,005614742935189436, 0,0010306013016718918, 0,004513082828541024, 0,0011066828458569844, 0,0030369528718544704, 0,0011500090996481517, 0,0012514493644443323, 0,0011553355079631056, -0,0007440083111298553, 0,0011196723701248049, -0,0028256820356319353, 0,0010426054604108102, -0,0048633558276865085, 0,0009261900105423415, -0,006744772866643273, 0,0007743180228960854, -0,008403021144650509, 0,0005915649996329153, -0,009841238940339092, 0,00038202915572481904, -0,011078130826968988, 0,00014970089794868178, -0,012126662120976062, -0,00010201988171076603, -0,013020390813902508, -0,000369894581499112, -0,01372538893971365, -0,0006484766631351171, -0,014037690530526488, 6395757114,940444, 6395757114,940136, 6395757114,940004, 6395757114,939988, 6395757114,940032, 6395757114,940095, 6395757114,940164, -0,003127514110931355, -0,2880089908705822, -0,010546723210873316, -0,43036646340619467, -0,019463000187857737, -0,44143744502690707, -0,02753392930959135, -0,35254812748027065, -0,033217048033466624, -0,21187114674717616, -0,0360594988346309, -0,0788562408511182, -0,03682960385244516, -0,014200623282151992, -0,03741558045792126, -0,06689804650796183, -0,04045328499975562, -0,2604965957327261, -0,04869319705611369, -0,5812541287005479, -0,06417514333568894, -0,9712962882606337, -0,08734326116204127, -1,3300105707817083, -0,11629596323759733, -1,526576316880997, -0,14641502844999876, -1,425541454263176, -0,17063936849693806, -0,925522186461196, -0,18062396369724504, -0,008268044774642713, -0,16893205563213326, 1,2085681158242192, -0,1322279948985157, 2,4265129516275863, -0,07529385245770526, 3,1186841269914147, -0,013329011709916253, 2,930188346876979, 0,03595448438052852, 1,8518702820157613, 0,055524716604435136, 0,0040860208521089625, 0,03438498429103057, -2,0797032153013606, -0,02114930965148282, -3,1538950568615673, 35329326389057,05, 35329326389057,19, 35329326389057,14, 35329326389056,89, 35329326389056,45, 35329326389056,01, 35329326389055,77, 9,930075665036743, 932,1747094675584, 34,85156336373288, 1499,0109569251204, 67,45008857523146, 1699,88008974025, 100,42307042474022, 1537,5517390007144, 126,61838314065065, 1025,8787899997783, 139,35943344074315, 200,5181981884241, 133,00056470656327, -869,1275849757533, 103,71220693384743, -2069,3826807365654, 50,434729081547744, -3236,571147303681, -24,13369512622853, -4160,011714657825, -112,73053906306275, -4597,773482083605, -203,19645506232965, -4308,702751900039, -278,9690794887096, -3102,7403827340695, -320,77691925143444, -908,5834665416612, -309,86555606053696, 2147,886628303703, -232,95092199161982, 5672,892680230647, -88,81664224088118, 8989,849796501283, 103,76851504997148, 11257,214561099883, 299,4163621106044, 12120,418752012107, 428,6549570305966, 16021,366227032406, 450,3059295891207, 41459,26450691835, 420,33024525595533, 152384,46981612765, 829,8899360253693, 602606,6669831101, 12745,541913211855, 4366777,333245825, 1,2750391272355877E+17, 1,275039127235584E+17, 1,2750391272355723E+17, 1,2750391272355552E+17, 1,2750391272355344E+17, 1,2750391272355168E+17, 1,275039127235509E+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
0,023333333333333334, 1,2361062030686522E-05, 0,0011807789545570698, 4,5024649591500166E-05, 0,0020307553357842463, 9,142683104737168E-05, 0,002556384856251222, 0,0001452210202375079, 0,0027735912381137828, 0,00020050212740006188, 0,0027110369772490144, 0,0002520821378391698, 0,0024119159215413052, 0,00029578241381106866, 0,0019337395368504541, 0,00032869715421621735, 0,0013455883882880978, 0,0003493735418668535, 0,0007225047853206094, 0,00035785162819787725, 0,00013714190286144654, 0,0003555155481905785, -0,0003505604334619215, 0,00034473083593655426, -0,0007041136159838604, 0,0003282817333706805, -0,0009192980837110344, 0,00030867505831415343, -0,0010281881811716282, 0,0002874360407170692, -0,0010954830282496224, 0,0002645732924940647, -0,001205029870510019, 0,00023841552330713999, -0,0014363113621228118, 0,00020599772506637226, -0,0018338343024847659, 0,00016409546930857828, -0,002372745189401869, 0,00011064670769654503, -0,002974716259035939, 4,547467365947611E-05, -0,003520511918683855, -2,8821094149665603E-05, -0,003865906802157546, -0,00010733898621554272, -0,003944749111662692, -0,00018568254454768977, -0,0038952338902819537, -3747786504,5092077, -3747786504,509325, -3747786504,509413, -3747786504,509471, -3747786504,509473, -3747786504,509429, -3747786504,5093775, 0,002505922239134278, 0,20184052563909805, 0,006149557358926763, 0,11572054381892993, 0,005366687233811104, -0,23458231951489505, -0,004645513983992815, -0,795532698021642, -0,027290949518448473, -1,4809921049556243, -0,0639622908581968, -2,177502502456644, -0,11360981379471854, -2,756944428883883, -0,17262608257346543, -3,095162122977709, -0,23514458154411852, -3,0942686554143726, -0,29379444573166796, -2,7053064906962456, -0,34087630875309904, -1,9468896689411332, -0,3698279447902168, -0,9146293219212902, -0,3767404565288854, 0,22412784798777685, -0,3615812413393725, 1,2550335322381123, -0,3287024291477033, 1,9636415908905838, -0,28619533705280226, 2,203263619080536, -0,24373263670898765, 1,9765087868880578, -0,2087641837993122, 1,5149991536718592, -0,181187865736897, 1,3624121235709188, -0,14950045710704818, 1,9318603938828502, -0,09849021895405193, 3,3118198393595626, -0,011605444067774882, 5,488604386194869, 0,12314837287911098, 7,948087112131935, 0,2988257808039392, 9,239369041008288, -41415452560726,84, -41415452560726,86, -41415452560726,8, -41415452560726,56, -41415452560726,16, -41415452560725,73, -41415452560725,49, -6,550013854997363, -638,2649995617503, -24,833795021852836, -1171,3587525900457, -52,552276122230154, -1575,767014433043, -86,6900212293811, -1803,3424813255374, -123,06272403163976, -1787,3513649248475, -156,1011086548827, -1459,7059551517398, -179,06869067192733, -776,5186983852859, -184,83850820317394, 252,42423485471727, -167,24950700816552, 1536,3079114946922, -122,92705407910407, 2885,5802974604067, -53,290160187383364, 4012,4174536753053, 33,705644885424306, 4557,931501216291, 122,7023835139367, 4153,162881655333, 191,67719151781017, 2516,928458442434, 215,02771967007777, -414,3883618926352, 169,60809797828549, -4345,97368191754, 43,9362935947685, -8529,08539386298, -149,6902283904494, -11804,12283987332, -362,95277007811944, -13174,181954064405, -510,3578242688758, -16620,36299882888, -530,972751589869, -40583,29477251206, -460,60834165928134, -149093,75879692202, -776,6319028725209, -596589,9927866501, -12553,556858938602, -4359341,374787103, -1,7355078009342906E+17, -1,7355078009342886E+17, -1,7355078009342758E+17, -1,735507800934256E+17, -1,73550780093423E+17, -1,7355078009342074E+17, -1,7355078009341965E+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
